"","gene","cor_spear","p_spear","cor_pears","p_pears","cellsExpr","padj_spear","padj_pear","tissue"
"1","aaas",-0.0111494429933163,0.969824361652959,0.12779137374622,0.663297952185206,14,0.981221870176658,0.800465620739754,"Eye"
"2","aacs",-0.673426356796305,0.00828774076003574,-0.615918807449503,0.0190159854521997,14,0.0340991622002339,0.0848551015754442,"Eye"
"3","aadat",-0.0490575491705918,0.867730817272556,-0.0809974634909981,0.783116035748795,14,0.91917347198782,0.880308358307436,"Eye"
"4","aaed1",-0.778231120933479,0.00104484088229973,-0.604529180708872,0.0220196389269663,14,0.00875201851581391,0.0930458019705174,"Eye"
"5","aagab",-0.827288670104071,0.000261224247341415,-0.744538387333639,0.0022545149221852,14,0.00409643838103198,0.0316869482522077,"Eye"
"6","aak1",-0.107034652735837,0.715710832909481,0.0035134229738164,0.990489249886605,14,0.814227000345228,0.994514917451085,"Eye"
"7","aamdc",-0.758162123545509,0.00167599707376312,-0.698783427997198,0.00542830662741911,14,0.0117086254587566,0.0430977712021361,"Eye"
"8","aamp",-0.896415216662632,1.42187105578881e-05,-0.768939506282324,0.00130774207578778,14,0.00120583154313313,0.0299508669090952,"Eye"
"9","aar2",-0.535173263679183,0.0486029678991501,-0.258657944208007,0.371904717125565,14,0.121693036252779,0.564158637551066,"Eye"
"10","aars",-0.0312184403812857,0.915627815882653,0.0063107969044613,0.982917609464922,14,0.949494570479116,0.990794342244562,"Eye"
"11","aars2",0.209609528274347,0.472007751000789,0.033279887655193,0.910076381484804,14,0.61715456957578,0.951144205934394,"Eye"
"12","aarsd1",-0.0512874377692551,0.861770045980197,-0.143088517431073,0.625552589487308,14,0.91576162357574,0.775672469658882,"Eye"
"13","aasdh",0.167241644899745,0.567681805190094,0.0848097169279372,0.773146005712324,14,0.699790573565978,0.873478712445141,"Eye"
"14","aasdhppt",-0.653357359408336,0.011282090811087,-0.534503744489509,0.0489391609792284,14,0.0423600264241825,0.152402392277312,"Eye"
"15","aass",-0.0981150983411836,0.738611846014289,0.068158387724797,0.816913741868124,14,0.831048021594691,0.897120966620541,"Eye"
"16","aatf",0.256437188846275,0.376170108211533,0.426136102513426,0.128679034969912,14,0.526496072302635,0.285569955747574,"Eye"
"17","aatk",0.227448637063653,0.434200612491348,0.2106393119538,0.469783505562773,14,0.582465069688166,0.652259726079036,"Eye"
"18","abat",-0.492805380304581,0.0733884946739013,-0.418977292846362,0.135927350533775,14,0.164451200238113,0.29576431161587,"Eye"
"19","abca3",0.0334483289799489,0.909622937795673,-0.0702698930703051,0.811333448542333,14,0.945856926594586,0.894334581211368,"Eye"
"20","abca5",-0.457127162725969,0.10031240815666,-0.464591909471759,0.0941878452093285,14,0.206537662693373,0.234794678186343,"Eye"
"21","abcb1",0.555242261067153,0.0392861912216233,0.486688448062683,0.0775912217443735,14,0.104294099916491,0.206697608546697,"Eye"
"22","abcb10",-0.544092818073836,0.0442829085298976,-0.646047919863655,0.0125575631422582,14,0.113527817536567,0.066795672352711,"Eye"
"23","abcb6",-0.338943066996816,0.23583173043265,-0.268353614300895,0.353590152004117,14,0.378423013927794,0.545896085399921,"Eye"
"24","abcb7",0.325563735404836,0.256011677947184,0.419050138375829,0.135852247316809,14,0.40076913052509,0.29576431161587,"Eye"
"25","abcb9",0.153862313307765,0.599464704062429,0.140499918132269,0.631883314395896,14,0.7255378688901,0.77983514170232,"Eye"
"26","abcc10",-0.361241952983449,0.204436489181259,-0.235651851243014,0.417342523470426,14,0.343028289652894,0.607205586810932,"Eye"
"27","abcc4",-0.41698916795003,0.137987840473994,-0.420859596417738,0.133995623415661,14,0.259905052897205,0.293060634358729,"Eye"
"28","abcc5",-0.122643872926479,0.676173573552213,0.0333403713838111,0.909913556480666,14,0.785314078815223,0.951049372395825,"Eye"
"29","abcc8",0.660047025204326,0.0102042684161781,0.434217376906235,0.120815200169115,14,0.0393178027626974,0.274164038526873,"Eye"
"30","abcd2",0.41029950215404,0.145073992524979,0.252829518782962,0.383154890588307,14,0.26900155298388,0.574985321328311,"Eye"
