Sample	Unique Reads	Duplicate Reads
H10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4283911.0	2769153.0
H11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4418407.0	3019492.0
H11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4357369.0	3080530.0
H13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3417995.0	5492746.0
H13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3317525.0	5593216.0
H14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3866985.0	5134822.0
H14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3769445.0	5232362.0
H15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3039266.0	5193556.0
H15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	2971191.0	5261631.0
H17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5416655.0	3971371.0
H17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5324209.0	4063817.0
H18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5743046.0	4014522.0
H18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5657430.0	4100138.0
H19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3367971.0	5756524.0
H19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3298171.0	5826324.0
H1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5569656.0	5177152.0
H1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5434496.0	5312312.0
H21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	7193616.0	4094678.0
H21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7058932.0	4229362.0
H23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	10264760.0	6789348.0
H23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	10120250.0	6933858.0
H2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4296441.0	3558026.0
H2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4185668.0	3668799.0
H3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4887751.0	3931649.0
H3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4808237.0	4011163.0
H5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4061060.0	5417930.0
H5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3948294.0	5530696.0
H6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4712632.0	5697044.0
H6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4582358.0	5827318.0
H7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4181536.0	4810961.0
H7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4103358.0	4889139.0
H9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6225521.0	3640549.0
H9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5906240.0	3959830.0
I10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5504055.0	3752119.0
I10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5407900.0	3848274.0
I11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5315620.0	3623483.0
I11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5232418.0	3706685.0
I13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3359217.0	5708394.0
I13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3280654.0	5786957.0
I14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4333419.0	5442529.0
I14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4207892.0	5568056.0
I15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3460999.0	4898327.0
I15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3387724.0	4971602.0
I17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4637582.0	3102264.0
I17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4579566.0	3160280.0
I18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5340234.0	4131992.0
I18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5212584.0	4259642.0
I19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5752744.0	4114322.0
I19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5524505.0	4342561.0
I1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4506311.0	3988057.0
I1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4465406.0	4028962.0
I21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6792055.0	4473187.0
I21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6657285.0	4607957.0
I22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	7934232.0	5166160.0
I22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7827107.0	5273285.0
I23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	9693600.0	5694208.0
I23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	9425406.0	5962402.0
I2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3825651.0	2908464.0
I2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3792962.0	2941153.0
I3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4596514.0	4134328.0
I3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4465843.0	4264999.0
I5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3084111.0	6749098.0
I5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	2964760.0	6868449.0
I6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4975237.0	9123280.0
I6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4760836.0	9337681.0
I7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3360251.0	5051439.0
I7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3260835.0	5150855.0
I9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5650690.0	3585137.0
I9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5518064.0	3717763.0
J10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5070216.0	3741605.0
J10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4996255.0	3815566.0
J11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4892006.0	2924711.0
J11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4826109.0	2990608.0
J13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3933336.0	5670133.0
J13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3842465.0	5761004.0
J14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3881749.0	4980615.0
J14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3828687.0	5033677.0
J15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	2969733.0	3718758.0
J15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	2900903.0	3787588.0
J17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4773338.0	3774284.0
J17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4725082.0	3822540.0
J18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4283854.0	3122784.0
J18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4209944.0	3196694.0
J19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4843734.0	3773174.0
J19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4745175.0	3871733.0
J1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4480553.0	4322849.0
J1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4382791.0	4420611.0
J21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	7308406.0	4044899.0
J21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7185280.0	4168025.0
J22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	10136356.0	5959505.0
J22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	9974279.0	6121582.0
J23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	9039065.0	6766287.0
J23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8910974.0	6894378.0
J2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4140822.0	3488619.0
J2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4085157.0	3544284.0
J3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5405709.0	5227270.0
J3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5301348.0	5331631.0
J5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4335454.0	5623298.0
J5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4203744.0	5755008.0
J6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	963.0	84.0
J6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	967.0	80.0
J7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3844840.0	4487356.0
J7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3744521.0	4587675.0
J9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5182965.0	3793458.0
J9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5046558.0	3929865.0
K10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5163792.0	3739929.0
K10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5043734.0	3859987.0
K11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5615888.0	4193089.0
K11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5558556.0	4250421.0
K13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3184588.0	4477654.0
K13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3088677.0	4573565.0
K14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3184442.0	4403255.0
K14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3133779.0	4453918.0
K15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3510032.0	4922826.0
K15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3491294.0	4941564.0
K17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4879074.0	3388874.0
K17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4822961.0	3444987.0
K18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5839488.0	4142796.0
K18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5740931.0	4241353.0
K19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5420782.0	4259677.0
K19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5304425.0	4376034.0
K1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6070422.0	5994489.0
K1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5865506.0	6199405.0
K21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8783572.0	4814145.0
K21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8552267.0	5045450.0
K22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8846925.0	5395501.0
K22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8700369.0	5542057.0
K23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8740675.0	4892753.0
K23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8637125.0	4996303.0
K2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4516579.0	4068959.0
K2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4412443.0	4173095.0
K3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5093470.0	4422207.0
K3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5042367.0	4473310.0
K5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3665343.0	4419130.0
K5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3591461.0	4493012.0
K6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4229200.0	7842239.0
K6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4118548.0	7952891.0
K7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3305105.0	5557603.0
K7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3182694.0	5680014.0
K9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5626705.0	3998173.0
K9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5456810.0	4168068.0
L10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5370429.0	3792719.0
L10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5296496.0	3866652.0
L11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5232099.0	3551505.0
L11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5034654.0	3748950.0
L13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3414111.0	5088231.0
L13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3364570.0	5137772.0
L14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3283507.0	5521363.0
L14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3126297.0	5678573.0
L15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3057686.0	5120444.0
L15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3035192.0	5142938.0
L17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5690080.0	4141960.0
L17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5596149.0	4235891.0
L18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6304494.0	6155644.0
L18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6242136.0	6218002.0
L19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5161600.0	3746240.0
L19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5088229.0	3819611.0
L1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4722787.0	4737226.0
L1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4619350.0	4840663.0
L21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	194252.0	77803.0
L21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	193681.0	78374.0
L22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8248366.0	4735814.0
L22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8105694.0	4878486.0
L23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6707519.0	3821555.0
L23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6525718.0	4003356.0
L2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4501943.0	4637259.0
L2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4443801.0	4695401.0
L3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4771877.0	4499790.0
L3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4573812.0	4697855.0
L5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3414766.0	5168101.0
L5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3372204.0	5210663.0
L6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4522491.0	4632073.0
L6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4453924.0	4700640.0
L7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3950401.0	5001851.0
L7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3806079.0	5146173.0
L9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5773613.0	3991009.0
L9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5675187.0	4089435.0
M10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5789824.0	4017210.0
M10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5726791.0	4080243.0
M11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5489329.0	3637498.0
M11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5397591.0	3729236.0
M13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3263573.0	4866825.0
M13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3215080.0	4915318.0
M14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3923196.0	5922565.0
M14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3805532.0	6040229.0
M15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4195517.0	5569876.0
M15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3965929.0	5799464.0
M17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4668291.0	3117964.0
M17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4602398.0	3183857.0
M18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5512556.0	5104761.0
M18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5394337.0	5222980.0
M19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6034241.0	4274278.0
M19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5943571.0	4364948.0
M1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6512246.0	4979108.0
M1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6367317.0	5124037.0
M21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6905286.0	3835001.0
M21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6768608.0	3971679.0
M22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8146154.0	6107701.0
M22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7960678.0	6293177.0
M23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	9610442.0	6130520.0
M23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	9493665.0	6247297.0
M2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4823718.0	4693066.0
M2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4693859.0	4822925.0
M3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4392557.0	3862947.0
M3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4308549.0	3946955.0
M5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3140004.0	5597126.0
M5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3034756.0	5702374.0
M6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3763160.0	5519849.0
M6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3642770.0	5640239.0
M7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3889958.0	5250498.0
M7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3722770.0	5417686.0
M9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5299355.0	3073841.0
M9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5198037.0	3175159.0
N10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5118313.0	3667142.0
N10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5070659.0	3714796.0
N11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5831744.0	4093930.0
N11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5721590.0	4204084.0
N13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3819408.0	5213183.0
N13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3711244.0	5321347.0
N14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3654699.0	4740658.0
N14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3566098.0	4829259.0
N15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3180371.0	4511650.0
N15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3164199.0	4527822.0
N17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4982083.0	3503461.0
N17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4964665.0	3520879.0
N18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5268146.0	4478782.0
N18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5171954.0	4574974.0
N19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4735842.0	5283059.0
N19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4586166.0	5432735.0
N1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5237246.0	5435397.0
N1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5122645.0	5549998.0
N21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8750658.0	5054955.0
N21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8579565.0	5226048.0
N22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	10008177.0	8329293.0
N22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	9836813.0	8500657.0
N23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	10382772.0	6840750.0
N23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	10246567.0	6976955.0
N2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4872595.0	4873654.0
N2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4830476.0	4915773.0
N3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4427491.0	4089181.0
N3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4403916.0	4112756.0
N5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3517251.0	5705688.0
N5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3438409.0	5784530.0
N6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3769433.0	4691393.0
N6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3695715.0	4765111.0
N7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4003591.0	4587314.0
N7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3904258.0	4686647.0
N9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4427954.0	2987905.0
N9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4372861.0	3042998.0
O10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5314777.0	3841938.0
O10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5210478.0	3946237.0
O11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5129996.0	3624485.0
O11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5067988.0	3686493.0
O13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3398625.0	5337560.0
O13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3394623.0	5341562.0
O14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3535073.0	5120917.0
O14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3457991.0	5197999.0
O15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4235769.0	5777468.0
O15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4153480.0	5859757.0
O17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5683336.0	3862620.0
O17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5536625.0	4009331.0
O18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5421895.0	4257172.0
O18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5313184.0	4365883.0
O19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6373731.0	5210564.0
O19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6298414.0	5285881.0
O1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4781876.0	3962262.0
O1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4700589.0	4043549.0
O21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	7875932.0	4036699.0
O21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7721208.0	4191423.0
O22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	13089147.0	9843353.0
O22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	12519148.0	10413352.0
O23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6842835.0	3703921.0
O23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6697539.0	3849217.0
O2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5905721.0	6049128.0
O2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5720904.0	6233945.0
O3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5212487.0	5107408.0
O3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5103926.0	5215969.0
O5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3910293.0	4770286.0
O5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3837013.0	4843566.0
O6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3830235.0	4914862.0
O6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3729994.0	5015103.0
O7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3486975.0	5587703.0
O7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3414643.0	5660035.0
O9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5847951.0	3991212.0
O9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5765990.0	4073173.0
P10_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6227006.0	4559625.0
P10_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6133338.0	4653293.0
P11_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5732174.0	3922328.0
P11_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5587485.0	4067017.0
P13_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3500914.0	5074890.0
P13_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3434645.0	5141159.0
P14_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4113755.0	4502873.0
P14_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4053490.0	4563138.0
P15_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3193527.0	5188602.0
P15_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3163049.0	5219080.0
P17_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5314212.0	4064678.0
P17_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5240644.0	4138246.0
P18_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5585547.0	4966693.0
P18_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5517033.0	5035207.0
P19_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6124370.0	4688722.0
P19_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6026224.0	4786868.0
P1_CKDL240007483-1A_225CVMLT4_L2_1_val_1	8644749.0	8878769.0
P1_CKDL240007483-1A_225CVMLT4_L2_2_val_2	8097962.0	9425556.0
P21_CKDL240007483-1A_225CVMLT4_L2_1_val_1	7606895.0	4394932.0
P21_CKDL240007483-1A_225CVMLT4_L2_2_val_2	7561406.0	4440421.0
P22_CKDL240007483-1A_225CVMLT4_L2_1_val_1	6352589.0	3566243.0
P22_CKDL240007483-1A_225CVMLT4_L2_2_val_2	6288277.0	3630555.0
P23_CKDL240007483-1A_225CVMLT4_L2_1_val_1	10229730.0	6979457.0
P23_CKDL240007483-1A_225CVMLT4_L2_2_val_2	10095224.0	7113963.0
P2_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5512385.0	5300859.0
P2_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5398318.0	5414926.0
P3_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5282461.0	4982822.0
P3_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5180126.0	5085157.0
P5_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4496678.0	5829680.0
P5_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4377031.0	5949327.0
P6_CKDL240007483-1A_225CVMLT4_L2_1_val_1	4142297.0	6375382.0
P6_CKDL240007483-1A_225CVMLT4_L2_2_val_2	4007017.0	6510662.0
P7_CKDL240007483-1A_225CVMLT4_L2_1_val_1	3554940.0	4324335.0
P7_CKDL240007483-1A_225CVMLT4_L2_2_val_2	3497938.0	4381337.0
P9_CKDL240007483-1A_225CVMLT4_L2_1_val_1	5883520.0	4105230.0
P9_CKDL240007483-1A_225CVMLT4_L2_2_val_2	5793241.0	4195509.0
