Sample	Unassigned_Read_Type	Unassigned_Duplicate	Unassigned_Singleton	Unassigned_NoFeatures	Assigned	Unassigned_Unmapped	percent_assigned	Unassigned_Ambiguity	Total	Unassigned_NonSplit	Unassigned_Overlapping_Length	Unassigned_MappingQuality	Unassigned_FragmentLength	Unassigned_MultiMapping	Unassigned_Chimera	Unassigned_Secondary
H17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2937399	13534925	0	81.85990731725786	61930	16534254	0	0	0	0	0	0	0
H18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3799821	13498086	0	77.7038380086207	73289	17371196	0	0	0	0	0	0	0
H19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3565660	12931482	0	78.08259104500756	64145	16561287	0	0	0	0	0	0	0
H1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1948684	15365461	0	88.45241074950361	57299	17371444	0	0	0	0	0	0	0
H21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6274468	12655595	0	66.61198126614923	68914	18998977	0	0	0	0	0	0	0
H22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5434256	9902602	0	64.31049051270114	61255	15398113	0	0	0	0	0	0	0
H23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5332769	8926286	0	62.3212693247519	63962	14323017	0	0	0	0	0	0	0
H2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2559374	16948923	0	86.5258711947639	79975	19588272	0	0	0	0	0	0	0
H3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2483185	16150252	0	86.34168093777042	71610	18705047	0	0	0	0	0	0	0
H5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2494570	8357764	0	76.8525994852257	22723	10875057	0	0	0	0	0	0	0
H6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2887112	7292585	0	71.51049988419209	18225	10197922	0	0	0	0	0	0	0
H7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3843359	7762325	0	66.63811071610478	42793	11648477	0	0	0	0	0	0	0
H9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4391283	13372828	0	74.71414613477123	134545	17898656	0	0	0	0	0	0	0
I10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3728678	11608882	0	75.10973644683793	118335	15455895	0	0	0	0	0	0	0
I11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5385595	14540684	0	72.43111161433035	148912	20075191	0	0	0	0	0	0	0
I12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3472269	8976688	0	71.87210564005467	40851	12489808	0	0	0	0	0	0	0
I13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5914920	12056901	0	66.87682814527517	56697	18028518	0	0	0	0	0	0	0
I14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6744877	12660934	0	65.04505116371449	59058	19464869	0	0	0	0	0	0	0
I15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4406510	10665295	0	70.54179427830266	47310	15119115	0	0	0	0	0	0	0
I16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2882699	9901529	0	77.18512823926751	44058	12828286	0	0	0	0	0	0	0
I17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3052359	12590137	0	80.16634813784005	62519	15705015	0	0	0	0	0	0	0
I18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3695671	12103090	0	76.26674446829185	70659	15869420	0	0	0	0	0	0	0
I19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1203180	5221425	0	80.96487827570165	24395	6449000	0	0	0	0	0	0	0
I1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3677693	9024531	0	70.74281147091787	54593	12756817	0	0	0	0	0	0	0
I20_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3237714	10103532	0	75.47589216427734	45190	13386436	0	0	0	0	0	0	0
I21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6610697	9280140	0	58.18793101448312	57728	15948565	0	0	0	0	0	0	0
I22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6162160	11590920	0	65.03741149876778	68847	17821927	0	0	0	0	0	0	0
I23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6467809	9931926	0	60.334197571062695	61785	16461520	0	0	0	0	0	0	0
I2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3385700	10457561	0	75.19186846838491	64574	13907835	0	0	0	0	0	0	0
I3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4341137	14504399	0	76.6383115180293	80245	18925781	0	0	0	0	0	0	0
I4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4106820	10845257	0	72.28436508571276	51523	15003600	0	0	0	0	0	0	0
I5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2335126	11010202	0	82.29634122112972	33398	13378726	0	0	0	0	0	0	0
I6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1059134	7934965	0	88.12152183596531	10472	9004571	0	0	0	0	0	0	0
I7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5314675	9113645	0	63.043489388995276	27804	14456124	0	0	0	0	0	0	0
I8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3507666	10430476	0	74.58572665957645	46405	13984547	0	0	0	0	0	0	0
I9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3496494	11086161	0	75.4105875444279	118412	14701067	0	0	0	0	0	0	0
J10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4492907	12507245	0	73.02286311742141	127696	17127848	0	0	0	0	0	0	0
J11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3810810	11396847	0	74.40806696907333	109025	15316682	0	0	0	0	0	0	0
J12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2211026	8274157	0	78.58472861952312	43780	10528963	0	0	0	0	0	0	0
J13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4302240	8506759	0	66.19195463680114	42652	12851651	0	0	0	0	0	0	0
J14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5263168	11329098	0	68.05149162966084	55566	16647832	0	0	0	0	0	0	0
J15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4494085	7965588	0	63.753122591926584	34755	12494428	0	0	0	0	0	0	0
J16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3586347	10721508	0	74.66645087011787	51349	14359204	0	0	0	0	0	0	0
J17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2931015	12241246	0	80.36980792651902	58889	15231150	0	0	0	0	0	0	0
J18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2928864	10225217	0	77.41427866035333	54357	13208438	0	0	0	0	0	0	0
J19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2670392	12525188	0	82.10145634326324	60164	15255744	0	0	0	0	0	0	0
J1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3067766	13261142	0	80.84633581212296	73990	16402898	0	0	0	0	0	0	0
J20_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3751495	10650755	0	73.71279930292705	46740	14448990	0	0	0	0	0	0	0
J21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5360790	9420687	0	63.492645567168374	55969	14837446	0	0	0	0	0	0	0
J22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	7048808	11971746	0	62.69689623354492	74085	19094639	0	0	0	0	0	0	0
J23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5234356	9777856	0	64.8921475694918	55645	15067857	0	0	0	0	0	0	0
J2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4009939	10197503	0	71.50925542320144	52954	14260396	0	0	0	0	0	0	0
J3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4396219	11662804	0	72.25244510459619	82720	16141743	0	0	0	0	0	0	0
J4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2867358	8787093	0	75.12328269625696	42446	11696897	0	0	0	0	0	0	0
J5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2023078	8484396	0	80.54930466808143	25697	10533171	0	0	0	0	0	0	0
J6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4445936	6567080	0	59.542360831740524	16241	11029257	0	0	0	0	0	0	0
J7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2938448	7119166	0	70.64078899922623	20368	10077982	0	0	0	0	0	0	0
J8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3551420	10017472	0	73.54631367665712	51739	13620631	0	0	0	0	0	0	0
J9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4792549	14597529	0	74.77832413899444	130992	19521070	0	0	0	0	0	0	0
K10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3853812	13623093	0	77.48027758486359	105754	17582659	0	0	0	0	0	0	0
K11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5330479	14254103	0	72.27275746413387	138068	19722650	0	0	0	0	0	0	0
K12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1857740	5970754	0	76.02630509030517	25043	7853537	0	0	0	0	0	0	0
K13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4861924	11098503	0	69.30975842540961	52474	16012901	0	0	0	0	0	0	0
K14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4951353	9526386	0	65.5764817543552	49399	14527138	0	0	0	0	0	0	0
K15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4889499	10834714	0	68.6905915306798	49001	15773214	0	0	0	0	0	0	0
K16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4246351	11440469	0	72.69961692558171	49809	15736629	0	0	0	0	0	0	0
K17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3048934	13226100	0	80.91433857188434	70771	16345805	0	0	0	0	0	0	0
K18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3059048	13396229	0	81.0849422884944	65952	16521229	0	0	0	0	0	0	0
K19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3693111	15023046	0	79.9138616001267	82892	18799049	0	0	0	0	0	0	0
K1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3170087	16557091	0	83.46890675540392	109060	19836238	0	0	0	0	0	0	0
K20_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3364394	10043459	0	74.62454269201065	50801	13458654	0	0	0	0	0	0	0
K21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6499265	11621888	0	63.88698611970114	70170	18191323	0	0	0	0	0	0	0
K22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6376489	9254399	0	58.99606214757445	55581	15686469	0	0	0	0	0	0	0
K23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4820876	7738856	0	61.358007444286386	52894	12612626	0	0	0	0	0	0	0
K2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4032368	12894552	0	75.87562156032294	67408	16994328	0	0	0	0	0	0	0
K3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3531710	15023164	0	80.56887882842126	91487	18646361	0	0	0	0	0	0	0
K4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2964398	10198621	0	77.14577848875797	56915	13219934	0	0	0	0	0	0	0
K5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2861119	9350068	0	76.42907641732195	22466	12233653	0	0	0	0	0	0	0
K6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2809915	8789435	0	75.60261913252847	26484	11625834	0	0	0	0	0	0	0
K7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1504609	9808120	0	86.58148981369052	15466	11328195	0	0	0	0	0	0	0
K8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3803736	10666846	0	73.44810324609911	52388	14522970	0	0	0	0	0	0	0
K9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4777795	15440710	0	75.86450357956882	134505	20353010	0	0	0	0	0	0	0
L10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4291707	14569494	0	76.78039202046423	114339	18975540	0	0	0	0	0	0	0
L11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3844733	14829619	0	78.76087949111198	154309	18828661	0	0	0	0	0	0	0
L12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2359196	7540063	0	75.88101754587946	37433	9936692	0	0	0	0	0	0	0
L13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5014394	10670819	0	67.80655328315483	51937	15737150	0	0	0	0	0	0	0
L14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5495302	12200915	0	68.73740601216774	53820	17750037	0	0	0	0	0	0	0
L15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4128852	8626310	0	67.41316022335101	41019	12796181	0	0	0	0	0	0	0
L16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3721742	11177728	0	74.76645616099486	50721	14950191	0	0	0	0	0	0	0
L17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3224226	12725302	0	79.45110423487749	66992	16016520	0	0	0	0	0	0	0
L18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4659555	14740066	0	75.63882836697886	87812	19487433	0	0	0	0	0	0	0
L19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3055205	11293311	0	78.38353081950282	59244	14407760	0	0	0	0	0	0	0
L1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1095593	2513852	0	69.32230288239471	16880	3626325	0	0	0	0	0	0	0
L20_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3512819	11505615	0	76.30665424779521	59694	15078128	0	0	0	0	0	0	0
L21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4521739	9343908	0	67.13928088983417	51553	13917200	0	0	0	0	0	0	0
L22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4708296	10196220	0	68.16921861147995	52704	14957220	0	0	0	0	0	0	0
L23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5287057	9181578	0	63.18551381776961	62509	14531144	0	0	0	0	0	0	0
L2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2794486	11729716	0	80.40109120562813	64799	14589001	0	0	0	0	0	0	0
L3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3616673	14082724	0	79.1854428629537	85089	17784486	0	0	0	0	0	0	0
L4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2844602	8008986	0	73.48476966076566	45250	10898838	0	0	0	0	0	0	0
L5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2238438	8647202	0	79.31960467526183	16081	10901721	0	0	0	0	0	0	0
L6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1833253	8687166	0	82.43357638453641	17964	10538383	0	0	0	0	0	0	0
L7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6297820	6381738	0	50.25073642950002	20232	12699790	0	0	0	0	0	0	0
L8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3871121	11772850	0	74.95275840552131	63056	15707027	0	0	0	0	0	0	0
L9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3421909	11048781	0	75.63369892057092	137588	14608278	0	0	0	0	0	0	0
M10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4640644	14538966	0	75.3204246840617	123210	19302820	0	0	0	0	0	0	0
M11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3981631	14574393	0	77.93858483196891	143819	18699843	0	0	0	0	0	0	0
M12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2086975	5218036	0	71.19872972954903	23822	7328833	0	0	0	0	0	0	0
M13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5474655	10906711	0	66.38035386468115	49265	16430631	0	0	0	0	0	0	0
M14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4774825	12349444	0	71.87680354876703	57135	17181404	0	0	0	0	0	0	0
M15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6732680	12572186	0	64.9223643908475	60088	19364954	0	0	0	0	0	0	0
M16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3566946	11305588	0	75.70791083417944	60632	14933166	0	0	0	0	0	0	0
M17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2728982	11519461	0	80.5080477219804	60016	14308459	0	0	0	0	0	0	0
M18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4938266	14506220	0	74.30514271278193	78012	19522498	0	0	0	0	0	0	0
M19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2982462	15590555	0	83.59132770043993	77907	18650924	0	0	0	0	0	0	0
M1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4433841	14859487	0	76.63175710050488	97441	19390769	0	0	0	0	0	0	0
M20_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5100211	11561887	0	69.16889369907815	53345	16715443	0	0	0	0	0	0	0
M21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4677700	9660630	0	67.10074638113711	58872	14397202	0	0	0	0	0	0	0
M22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6097800	11273355	0	64.62751947234693	72428	17443583	0	0	0	0	0	0	0
M23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5811652	10400628	0	63.908167542104486	62053	16274333	0	0	0	0	0	0	0
M2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3236113	14850020	0	81.71902253394883	85915	18172048	0	0	0	0	0	0	0
M3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2643928	13262572	0	83.03524494403408	65720	15972220	0	0	0	0	0	0	0
M4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3108564	9223178	0	74.52102400883214	44870	12376612	0	0	0	0	0	0	0
M5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2375406	11085566	0	82.19435640915678	26044	13487016	0	0	0	0	0	0	0
M6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1988458	11784440	0	85.44515306103952	18920	13791818	0	0	0	0	0	0	0
M7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2406042	2847545	0	54.110283280671254	8897	5262484	0	0	0	0	0	0	0
M8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2800055	12113799	0	80.9244958719071	55407	14969261	0	0	0	0	0	0	0
M9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3958883	14269183	0	77.79253152209012	114547	18342613	0	0	0	0	0	0	0
N10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3802025	14326403	0	78.59642452835105	99377	18227805	0	0	0	0	0	0	0
N11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5044389	15579558	0	75.00654640853604	146984	20770931	0	0	0	0	0	0	0
N12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	972837	3487820	0	77.90344923707413	16449	4477106	0	0	0	0	0	0	0
N13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6284276	9023631	0	58.778724358328816	43959	15351866	0	0	0	0	0	0	0
N14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5567443	9799079	0	63.57222278916386	47567	15414089	0	0	0	0	0	0	0
N15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4389272	7738954	0	63.609846984489835	38057	12166283	0	0	0	0	0	0	0
N16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3316244	11132712	0	76.77141538623647	52160	14501116	0	0	0	0	0	0	0
N17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3199916	12362575	0	79.10430475176436	65704	15628195	0	0	0	0	0	0	0
N18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3637209	13484024	0	78.4586612790729	64918	17186151	0	0	0	0	0	0	0
N19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3160922	12790825	0	79.85275701798969	66266	16018013	0	0	0	0	0	0	0
N1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2755320	8628899	0	75.426884977418	55865	11440084	0	0	0	0	0	0	0
N21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5968032	12374511	0	67.1326862842909	90372	18432915	0	0	0	0	0	0	0
N22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5754315	10704353	0	64.80046395214707	60277	16518945	0	0	0	0	0	0	0
N23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4807467	9845137	0	66.94016903636327	54764	14707368	0	0	0	0	0	0	0
N2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3357516	11671884	0	77.3031579567841	69445	15098845	0	0	0	0	0	0	0
N3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1546020	10396623	0	86.69895417105722	48993	11991636	0	0	0	0	0	0	0
N4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1048907	3916033	0	78.57734074126542	18727	4983667	0	0	0	0	0	0	0
N5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3948804	7308691	0	64.7876335752948	23502	11280997	0	0	0	0	0	0	0
N6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4270662	6068132	0	58.58244005422522	19484	10358278	0	0	0	0	0	0	0
N7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3192785	8220512	0	71.88186994196731	22844	11436141	0	0	0	0	0	0	0
N8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3499668	10397292	0	74.55468504631482	48900	13945860	0	0	0	0	0	0	0
N9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3641055	12299550	0	76.58118855613526	120193	16060798	0	0	0	0	0	0	0
O10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4086090	13420949	0	76.14951825501703	117431	17624470	0	0	0	0	0	0	0
O11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5269506	14154894	0	72.30582051144785	152024	19576424	0	0	0	0	0	0	0
O12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	1818091	5830620	0	75.94514295836747	28699	7677410	0	0	0	0	0	0	0
O13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5712530	11849511	0	67.24554894125885	59216	17621257	0	0	0	0	0	0	0
O14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4147295	11652461	0	73.49496287396067	55019	15854775	0	0	0	0	0	0	0
O15_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5246123	11846149	0	69.10295160275881	50482	17142754	0	0	0	0	0	0	0
O16_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4368852	14145584	0	76.15220336993907	60974	18575410	0	0	0	0	0	0	0
O17_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3028453	14704906	0	82.59902397156395	69401	17802760	0	0	0	0	0	0	0
O18_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3578757	13452904	0	78.69051221261716	64306	17095967	0	0	0	0	0	0	0
O19_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4271995	13758195	0	75.9973558730408	73328	18103518	0	0	0	0	0	0	0
O1_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5946313	15629331	0	72.1308551255066	92380	21668024	0	0	0	0	0	0	0
O21_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6158428	12604875	0	66.92498036166396	71032	18834335	0	0	0	0	0	0	0
O22_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	7731169	14400645	0	64.82755382561774	81958	22213772	0	0	0	0	0	0	0
O23_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	6447668	11667742	0	64.16993463189577	67158	18182568	0	0	0	0	0	0	0
O2_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4659289	16498568	0	77.62738088550134	95685	21253542	0	0	0	0	0	0	0
O3_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2623829	4319747	0	61.89002873183629	36138	6979714	0	0	0	0	0	0	0
O4_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3190421	9639075	0	74.88759373404164	41895	12871391	0	0	0	0	0	0	0
O5_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3121108	9109862	0	74.31313353211921	27781	12258751	0	0	0	0	0	0	0
O6_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	2160459	10717254	0	83.07682862556416	22700	12900413	0	0	0	0	0	0	0
O7_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3925022	9340052	0	70.27789712245969	25096	13290170	0	0	0	0	0	0	0
O8_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	3418800	9778970	0	73.8179542060058	49644	13247414	0	0	0	0	0	0	0
O9_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4009892	14464999	0	77.77471183432249	123698	18598589	0	0	0	0	0	0	0
P10_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5392970	14259338	0	71.98292118337137	157027	19809335	0	0	0	0	0	0	0
P11_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4059801	15551036	0	78.78048836089496	128868	19739705	0	0	0	0	0	0	0
P12_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	4050849	9870811	0	70.65969977750109	47846	13969506	0	0	0	0	0	0	0
P13_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5190921	10509619	0	66.72625264033798	49811	15750351	0	0	0	0	0	0	0
P14_CKDL240007484-1A_22553JLT4_L6_UniquelyMapped	0	0	0	5758553	10342368	0	64.03824474085587	49378	16150299	0	0	0	0	0	0	0
