Sample	Unique Reads	Duplicate Reads
H18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5897608.0	4155660.0
H18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5846528.0	4206740.0
H19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6023376.0	3682450.0
H19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5970859.0	3734967.0
H1_CKDL240007484-1A_22553JLT4_L6_1_val_1	3740784.0	6125178.0
H1_CKDL240007484-1A_22553JLT4_L6_2_val_2	3659614.0	6206348.0
H21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7217601.0	4037091.0
H21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7137607.0	4117085.0
H22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6072956.0	3103912.0
H22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6027991.0	3148877.0
H23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5647953.0	3350582.0
H23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5602995.0	3395540.0
H2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5859040.0	5163158.0
H2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5768143.0	5254055.0
H3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5374947.0	5161839.0
H3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5338292.0	5198494.0
H5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3125205.0	5638011.0
H5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3063406.0	5699810.0
H6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3134718.0	5313190.0
H6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3056373.0	5391535.0
H7_CKDL240007484-1A_22553JLT4_L6_1_val_1	4092488.0	4233910.0
H7_CKDL240007484-1A_22553JLT4_L6_2_val_2	4036948.0	4289450.0
H9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5841363.0	4424457.0
H9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5635341.0	4630479.0
I10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5130842.0	3543013.0
I10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5082768.0	3591087.0
I11_CKDL240007484-1A_22553JLT4_L6_1_val_1	6502725.0	4981709.0
I11_CKDL240007484-1A_22553JLT4_L6_2_val_2	6454951.0	5029483.0
I12_CKDL240007484-1A_22553JLT4_L6_1_val_1	3514711.0	3527747.0
I12_CKDL240007484-1A_22553JLT4_L6_2_val_2	3457042.0	3585416.0
I13_CKDL240007484-1A_22553JLT4_L6_1_val_1	5142312.0	5126719.0
I13_CKDL240007484-1A_22553JLT4_L6_2_val_2	5084969.0	5184062.0
I14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5213688.0	6057365.0
I14_CKDL240007484-1A_22553JLT4_L6_2_val_2	5145069.0	6125984.0
I15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4466888.0	4175680.0
I15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4433696.0	4208872.0
I16_CKDL240007484-1A_22553JLT4_L6_1_val_1	3847920.0	3289225.0
I16_CKDL240007484-1A_22553JLT4_L6_2_val_2	3802347.0	3334798.0
I17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5704444.0	3333880.0
I17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5650845.0	3387479.0
I18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5659445.0	3703323.0
I18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5589723.0	3773045.0
I19_CKDL240007484-1A_22553JLT4_L6_1_val_1	2517310.0	1700462.0
I19_CKDL240007484-1A_22553JLT4_L6_2_val_2	2460150.0	1757622.0
I1_CKDL240007484-1A_22553JLT4_L6_1_val_1	4030751.0	3929955.0
I1_CKDL240007484-1A_22553JLT4_L6_2_val_2	3973060.0	3987646.0
I20_CKDL240007484-1A_22553JLT4_L6_1_val_1	3515804.0	3860826.0
I20_CKDL240007484-1A_22553JLT4_L6_2_val_2	3454171.0	3922459.0
I21_CKDL240007484-1A_22553JLT4_L6_1_val_1	6348062.0	3329992.0
I21_CKDL240007484-1A_22553JLT4_L6_2_val_2	6275626.0	3402428.0
I22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6823114.0	3900870.0
I22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6786115.0	3937869.0
I23_CKDL240007484-1A_22553JLT4_L6_1_val_1	6523118.0	3791205.0
I23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6427303.0	3887020.0
I2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4387323.0	3905217.0
I2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4328498.0	3964042.0
I3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5847321.0	5237142.0
I3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5769551.0	5314912.0
I4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4487726.0	3981787.0
I4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4420622.0	4048891.0
I5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3796014.0	5872585.0
I5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3754741.0	5913858.0
I6_CKDL240007484-1A_22553JLT4_L6_1_val_1	1806879.0	5837214.0
I6_CKDL240007484-1A_22553JLT4_L6_2_val_2	1773366.0	5870727.0
I7_CKDL240007484-1A_22553JLT4_L6_1_val_1	4897967.0	5999942.0
I7_CKDL240007484-1A_22553JLT4_L6_2_val_2	4808807.0	6089102.0
I8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3879303.0	3879406.0
I8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3838528.0	3920181.0
I9_CKDL240007484-1A_22553JLT4_L6_1_val_1	4808459.0	3419970.0
I9_CKDL240007484-1A_22553JLT4_L6_2_val_2	4734064.0	3494365.0
J10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5488892.0	4338293.0
J10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5402568.0	4424617.0
J11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5120664.0	3580574.0
J11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5074637.0	3626601.0
J12_CKDL240007484-1A_22553JLT4_L6_1_val_1	3453463.0	2350140.0
J12_CKDL240007484-1A_22553JLT4_L6_2_val_2	3436614.0	2366989.0
J13_CKDL240007484-1A_22553JLT4_L6_1_val_1	3946716.0	3711979.0
J13_CKDL240007484-1A_22553JLT4_L6_2_val_2	3898722.0	3759973.0
J14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5118040.0	4378470.0
J14_CKDL240007484-1A_22553JLT4_L6_2_val_2	5077393.0	4419117.0
J15_CKDL240007484-1A_22553JLT4_L6_1_val_1	3767650.0	3704400.0
J15_CKDL240007484-1A_22553JLT4_L6_2_val_2	3735515.0	3736535.0
J16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4412669.0	3571532.0
J16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4346455.0	3637746.0
J17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5252705.0	3646069.0
J17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5229641.0	3669133.0
J18_CKDL240007484-1A_22553JLT4_L6_1_val_1	4723168.0	3075635.0
J18_CKDL240007484-1A_22553JLT4_L6_2_val_2	4655918.0	3142885.0
J19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5603990.0	2947552.0
J19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5558465.0	2993077.0
J1_CKDL240007484-1A_22553JLT4_L6_1_val_1	4979907.0	4356444.0
J1_CKDL240007484-1A_22553JLT4_L6_2_val_2	4904097.0	4432254.0
J20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4252509.0	3772575.0
J20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4224555.0	3800529.0
J21_CKDL240007484-1A_22553JLT4_L6_1_val_1	5870583.0	3115679.0
J21_CKDL240007484-1A_22553JLT4_L6_2_val_2	5806209.0	3180053.0
J22_CKDL240007484-1A_22553JLT4_L6_1_val_1	7377830.0	4329189.0
J22_CKDL240007484-1A_22553JLT4_L6_2_val_2	7306877.0	4400142.0
J23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5937023.0	3060470.0
J23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5885738.0	3111755.0
J2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5285871.0	3194982.0
J2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5226768.0	3254085.0
J3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5511925.0	4250853.0
J3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5442713.0	4320065.0
J4_CKDL240007484-1A_22553JLT4_L6_1_val_1	3297361.0	3232161.0
J4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3255844.0	3273678.0
J5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2992431.0	4982370.0
J5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2938522.0	5036279.0
J6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3809169.0	6080887.0
J6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3731963.0	6158093.0
J7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3212403.0	5375136.0
J7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3133096.0	5454443.0
J8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3785136.0	3791088.0
J8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3732966.0	3843258.0
J9_CKDL240007484-1A_22553JLT4_L6_1_val_1	6197105.0	4781378.0
J9_CKDL240007484-1A_22553JLT4_L6_2_val_2	6108179.0	4870304.0
K10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5938460.0	3782322.0
K10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5861551.0	3859231.0
K11_CKDL240007484-1A_22553JLT4_L6_1_val_1	6420052.0	4807935.0
K11_CKDL240007484-1A_22553JLT4_L6_2_val_2	6377274.0	4850713.0
K12_CKDL240007484-1A_22553JLT4_L6_1_val_1	2154780.0	2237271.0
K12_CKDL240007484-1A_22553JLT4_L6_2_val_2	2134273.0	2257778.0
K13_CKDL240007484-1A_22553JLT4_L6_1_val_1	5077257.0	4449479.0
K13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4983091.0	4543645.0
K14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4341303.0	4099471.0
K14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4271038.0	4169736.0
K15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4764732.0	4374085.0
K15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4738362.0	4400455.0
K16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4164825.0	4577734.0
K16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4057148.0	4685411.0
K17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5673834.0	3624618.0
K17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5625255.0	3673197.0
K18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5783520.0	3703048.0
K18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5734488.0	3752080.0
K19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6115033.0	4582703.0
K19_CKDL240007484-1A_22553JLT4_L6_2_val_2	6052257.0	4645479.0
K1_CKDL240007484-1A_22553JLT4_L6_1_val_1	5777190.0	5476767.0
K1_CKDL240007484-1A_22553JLT4_L6_2_val_2	5689212.0	5564745.0
K20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4177423.0	3319667.0
K20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4134218.0	3362872.0
K21_CKDL240007484-1A_22553JLT4_L6_1_val_1	6784442.0	4148754.0
K21_CKDL240007484-1A_22553JLT4_L6_2_val_2	6696082.0	4237114.0
K22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6412067.0	3458527.0
K22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6343518.0	3527076.0
K23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5183423.0	2602393.0
K23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5124868.0	2660948.0
K2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5588280.0	4420921.0
K2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5525512.0	4483689.0
K3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5839087.0	4800182.0
K3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5800286.0	4838983.0
K4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4344269.0	2969563.0
K4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4302421.0	3011411.0
K5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3157644.0	6973489.0
K5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3099542.0	7031591.0
K6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3649776.0	5378792.0
K6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3608797.0	5419771.0
K7_CKDL240007484-1A_22553JLT4_L6_1_val_1	2519230.0	7388360.0
K7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2415744.0	7491846.0
K8_CKDL240007484-1A_22553JLT4_L6_1_val_1	4081089.0	4050506.0
K8_CKDL240007484-1A_22553JLT4_L6_2_val_2	4039582.0	4092013.0
K9_CKDL240007484-1A_22553JLT4_L6_1_val_1	6708827.0	4733456.0
K9_CKDL240007484-1A_22553JLT4_L6_2_val_2	6596865.0	4845418.0
L10_CKDL240007484-1A_22553JLT4_L6_1_val_1	6401492.0	4093162.0
L10_CKDL240007484-1A_22553JLT4_L6_2_val_2	6358448.0	4136206.0
L11_CKDL240007484-1A_22553JLT4_L6_1_val_1	6034537.0	4466922.0
L11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5899939.0	4601520.0
L12_CKDL240007484-1A_22553JLT4_L6_1_val_1	2748506.0	2706563.0
L12_CKDL240007484-1A_22553JLT4_L6_2_val_2	2725503.0	2729566.0
L13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4564914.0	4522608.0
L13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4538072.0	4549450.0
L14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5033052.0	5190583.0
L14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4937024.0	5286611.0
L15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4007377.0	3498405.0
L15_CKDL240007484-1A_22553JLT4_L6_2_val_2	3983544.0	3522238.0
L16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4578702.0	3702369.0
L16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4547372.0	3733699.0
L17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5625213.0	3506173.0
L17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5566811.0	3564575.0
L18_CKDL240007484-1A_22553JLT4_L6_1_val_1	6760103.0	4942197.0
L18_CKDL240007484-1A_22553JLT4_L6_2_val_2	6702513.0	4999787.0
L19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5217168.0	3225914.0
L19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5166960.0	3276122.0
L1_CKDL240007484-1A_22553JLT4_L6_1_val_1	1425113.0	983261.0
L1_CKDL240007484-1A_22553JLT4_L6_2_val_2	1400786.0	1007588.0
L20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4324437.0	3969321.0
L20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4277098.0	4016660.0
L21_CKDL240007484-1A_22553JLT4_L6_1_val_1	5574417.0	2678916.0
L21_CKDL240007484-1A_22553JLT4_L6_2_val_2	5548898.0	2704435.0
L22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6065092.0	2831420.0
L22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6014729.0	2881783.0
L23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5567155.0	3446895.0
L23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5481363.0	3532687.0
L2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4745810.0	3652838.0
L2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4705313.0	3693335.0
L3_CKDL240007484-1A_22553JLT4_L6_1_val_1	4790366.0	5491518.0
L3_CKDL240007484-1A_22553JLT4_L6_2_val_2	4659378.0	5622506.0
L4_CKDL240007484-1A_22553JLT4_L6_1_val_1	3223070.0	2849094.0
L4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3173705.0	2898459.0
L5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2706910.0	6665810.0
L5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2646896.0	6725824.0
L6_CKDL240007484-1A_22553JLT4_L6_1_val_1	2522902.0	6072116.0
L6_CKDL240007484-1A_22553JLT4_L6_2_val_2	2492595.0	6102423.0
L7_CKDL240007484-1A_22553JLT4_L6_1_val_1	4778313.0	5952784.0
L7_CKDL240007484-1A_22553JLT4_L6_2_val_2	4675881.0	6055216.0
L8_CKDL240007484-1A_22553JLT4_L6_1_val_1	4937439.0	3822163.0
L8_CKDL240007484-1A_22553JLT4_L6_2_val_2	4872163.0	3887439.0
L9_CKDL240007484-1A_22553JLT4_L6_1_val_1	4767881.0	3424948.0
L9_CKDL240007484-1A_22553JLT4_L6_2_val_2	4702916.0	3489913.0
M10_CKDL240007484-1A_22553JLT4_L6_1_val_1	6405768.0	4530629.0
M10_CKDL240007484-1A_22553JLT4_L6_2_val_2	6340110.0	4596287.0
M11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5991594.0	4428475.0
M11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5910035.0	4510034.0
M12_CKDL240007484-1A_22553JLT4_L6_1_val_1	2217200.0	1896629.0
M12_CKDL240007484-1A_22553JLT4_L6_2_val_2	2188516.0	1925313.0
M13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4629704.0	4856377.0
M13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4569936.0	4916145.0
M14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5347686.0	4484438.0
M14_CKDL240007484-1A_22553JLT4_L6_2_val_2	5282858.0	4549266.0
M15_CKDL240007484-1A_22553JLT4_L6_1_val_1	5334661.0	6029620.0
M15_CKDL240007484-1A_22553JLT4_L6_2_val_2	5201773.0	6162508.0
M16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4654588.0	3626944.0
M16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4601499.0	3680033.0
M17_CKDL240007484-1A_22553JLT4_L6_1_val_1	4949178.0	3485107.0
M17_CKDL240007484-1A_22553JLT4_L6_2_val_2	4893257.0	3541028.0
M18_CKDL240007484-1A_22553JLT4_L6_1_val_1	6771288.0	4834734.0
M18_CKDL240007484-1A_22553JLT4_L6_2_val_2	6706660.0	4899362.0
M19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6539001.0	3879924.0
M19_CKDL240007484-1A_22553JLT4_L6_2_val_2	6481323.0	3937602.0
M1_CKDL240007484-1A_22553JLT4_L6_1_val_1	5555604.0	6031354.0
M1_CKDL240007484-1A_22553JLT4_L6_2_val_2	5459231.0	6127727.0
M20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4362958.0	5022214.0
M20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4291308.0	5093864.0
M21_CKDL240007484-1A_22553JLT4_L6_1_val_1	5642646.0	2877771.0
M21_CKDL240007484-1A_22553JLT4_L6_2_val_2	5580035.0	2940382.0
M22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6548674.0	3831286.0
M22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6456849.0	3923111.0
M23_CKDL240007484-1A_22553JLT4_L6_1_val_1	6196899.0	3585955.0
M23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6133988.0	3648866.0
M2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5702902.0	4705287.0
M2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5628728.0	4779461.0
M3_CKDL240007484-1A_22553JLT4_L6_1_val_1	4689393.0	4476117.0
M3_CKDL240007484-1A_22553JLT4_L6_2_val_2	4631822.0	4533688.0
M4_CKDL240007484-1A_22553JLT4_L6_1_val_1	3494529.0	3431627.0
M4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3431738.0	3494418.0
M5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3323582.0	7386762.0
M5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3250054.0	7460290.0
M6_CKDL240007484-1A_22553JLT4_L6_1_val_1	2915651.0	8494780.0
M6_CKDL240007484-1A_22553JLT4_L6_2_val_2	2873503.0	8536928.0
M7_CKDL240007484-1A_22553JLT4_L6_1_val_1	2447390.0	3237510.0
M7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2388864.0	3296036.0
M8_CKDL240007484-1A_22553JLT4_L6_1_val_1	4248370.0	3940670.0
M8_CKDL240007484-1A_22553JLT4_L6_2_val_2	4138390.0	4050650.0
M9_CKDL240007484-1A_22553JLT4_L6_1_val_1	6309867.0	3969354.0
M9_CKDL240007484-1A_22553JLT4_L6_2_val_2	6234849.0	4044372.0
N10_CKDL240007484-1A_22553JLT4_L6_1_val_1	6544284.0	3536595.0
N10_CKDL240007484-1A_22553JLT4_L6_2_val_2	6494165.0	3586714.0
N11_CKDL240007484-1A_22553JLT4_L6_1_val_1	6508147.0	5203975.0
N11_CKDL240007484-1A_22553JLT4_L6_2_val_2	6427883.0	5284239.0
N12_CKDL240007484-1A_22553JLT4_L6_1_val_1	1473014.0	1037829.0
N12_CKDL240007484-1A_22553JLT4_L6_2_val_2	1452334.0	1058509.0
N13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4196440.0	5105556.0
N13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4142830.0	5159166.0
N14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4254582.0	4788908.0
N14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4190765.0	4852725.0
N15_CKDL240007484-1A_22553JLT4_L6_1_val_1	3594880.0	3704310.0
N15_CKDL240007484-1A_22553JLT4_L6_2_val_2	3575649.0	3723541.0
N16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4350589.0	3616581.0
N16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4313232.0	3653938.0
N17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5451153.0	3574185.0
N17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5430585.0	3594753.0
N18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5932940.0	3860612.0
N18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5875121.0	3918431.0
N19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5791545.0	3755540.0
N19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5689415.0	3857670.0
N1_CKDL240007484-1A_22553JLT4_L6_1_val_1	3783551.0	3103227.0
N1_CKDL240007484-1A_22553JLT4_L6_2_val_2	3716214.0	3170564.0
N21_CKDL240007484-1A_22553JLT4_L6_1_val_1	6846163.0	4133840.0
N21_CKDL240007484-1A_22553JLT4_L6_2_val_2	6761442.0	4218561.0
N22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6396382.0	3365787.0
N22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6343207.0	3418962.0
N23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5836843.0	2948602.0
N23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5797787.0	2987658.0
N2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5069768.0	3898731.0
N2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5007798.0	3960701.0
N3_CKDL240007484-1A_22553JLT4_L6_1_val_1	3586709.0	3261694.0
N3_CKDL240007484-1A_22553JLT4_L6_2_val_2	3551177.0	3297226.0
N4_CKDL240007484-1A_22553JLT4_L6_1_val_1	1667449.0	1100392.0
N4_CKDL240007484-1A_22553JLT4_L6_2_val_2	1634854.0	1132987.0
N5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3967041.0	5484737.0
N5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3887809.0	5563969.0
N6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3913498.0	4676275.0
N6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3849729.0	4740044.0
N7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3588307.0	5747556.0
N7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3541381.0	5794482.0
N8_CKDL240007484-1A_22553JLT4_L6_1_val_1	4264036.0	3542667.0
N8_CKDL240007484-1A_22553JLT4_L6_2_val_2	4228849.0	3577854.0
N9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5377850.0	3599781.0
N9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5318036.0	3659595.0
O10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5939933.0	4004731.0
O10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5863409.0	4081255.0
O11_CKDL240007484-1A_22553JLT4_L6_1_val_1	6442846.0	4761623.0
O11_CKDL240007484-1A_22553JLT4_L6_2_val_2	6372706.0	4831763.0
O12_CKDL240007484-1A_22553JLT4_L6_1_val_1	2669623.0	1588657.0
O12_CKDL240007484-1A_22553JLT4_L6_2_val_2	2653625.0	1604655.0
O13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4997192.0	5063000.0
O13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4953886.0	5106306.0
O14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5039112.0	4119652.0
O14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4973048.0	4185716.0
O15_CKDL240007484-1A_22553JLT4_L6_1_val_1	5091643.0	4791261.0
O15_CKDL240007484-1A_22553JLT4_L6_2_val_2	5031344.0	4851560.0
O16_CKDL240007484-1A_22553JLT4_L6_1_val_1	5504576.0	4845137.0
O16_CKDL240007484-1A_22553JLT4_L6_2_val_2	5445888.0	4903825.0
O17_CKDL240007484-1A_22553JLT4_L6_1_val_1	6225783.0	3860081.0
O17_CKDL240007484-1A_22553JLT4_L6_2_val_2	6167792.0	3918072.0
O18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5877927.0	4343066.0
O18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5811917.0	4409076.0
O19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6328171.0	4519590.0
O19_CKDL240007484-1A_22553JLT4_L6_2_val_2	6313845.0	4533916.0
O1_CKDL240007484-1A_22553JLT4_L6_1_val_1	6654724.0	6544118.0
O1_CKDL240007484-1A_22553JLT4_L6_2_val_2	6526257.0	6672585.0
O21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7173701.0	3874997.0
O21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7103758.0	3944940.0
O22_CKDL240007484-1A_22553JLT4_L6_1_val_1	8083926.0	5164200.0
O22_CKDL240007484-1A_22553JLT4_L6_2_val_2	7962516.0	5285610.0
O23_CKDL240007484-1A_22553JLT4_L6_1_val_1	7067668.0	3972368.0
O23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6983967.0	4056069.0
O2_CKDL240007484-1A_22553JLT4_L6_1_val_1	6850270.0	5568927.0
O2_CKDL240007484-1A_22553JLT4_L6_2_val_2	6762004.0	5657193.0
O3_CKDL240007484-1A_22553JLT4_L6_1_val_1	2699770.0	2010797.0
O3_CKDL240007484-1A_22553JLT4_L6_2_val_2	2652547.0	2058020.0
O4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4148624.0	3243996.0
O4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4083868.0	3308752.0
