Sample	Unique Reads	Duplicate Reads
A3_CKDL240007484-1A_22553JLT4_L6_2_val_2	4426801.0	3860882.0
A4_CKDL240007484-1A_22553JLT4_L6_1_val_1	3916802.0	3162785.0
A4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3854629.0	3224958.0
A5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2889980.0	9976326.0
A5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2881663.0	9984643.0
A6_CKDL240007484-1A_22553JLT4_L6_1_val_1	5375019.0	5920053.0
A6_CKDL240007484-1A_22553JLT4_L6_2_val_2	5376129.0	5918943.0
A7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3535751.0	6516789.0
A7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3509038.0	6543502.0
A8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3714773.0	4704467.0
A8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3667084.0	4752156.0
A9_CKDL240007484-1A_22553JLT4_L6_1_val_1	7548882.0	4684824.0
A9_CKDL240007484-1A_22553JLT4_L6_2_val_2	7448574.0	4785132.0
B10_CKDL240007484-1A_22553JLT4_L6_1_val_1	4095049.0	2699464.0
B10_CKDL240007484-1A_22553JLT4_L6_2_val_2	4036965.0	2757548.0
B11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5482768.0	3643515.0
B11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5426535.0	3699748.0
B12_CKDL240007484-1A_22553JLT4_L6_1_val_1	5572372.0	4241918.0
B12_CKDL240007484-1A_22553JLT4_L6_2_val_2	5542566.0	4271724.0
B13_CKDL240007484-1A_22553JLT4_L6_1_val_1	3602351.0	4391615.0
B13_CKDL240007484-1A_22553JLT4_L6_2_val_2	3575756.0	4418210.0
B14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5693054.0	5480220.0
B14_CKDL240007484-1A_22553JLT4_L6_2_val_2	5634058.0	5539216.0
B15_CKDL240007484-1A_22553JLT4_L6_1_val_1	6383187.0	5745745.0
B15_CKDL240007484-1A_22553JLT4_L6_2_val_2	6323170.0	5805762.0
B16_CKDL240007484-1A_22553JLT4_L6_1_val_1	5232111.0	4952344.0
B16_CKDL240007484-1A_22553JLT4_L6_2_val_2	5128046.0	5056409.0
B17_CKDL240007484-1A_22553JLT4_L6_1_val_1	6210878.0	5298136.0
B17_CKDL240007484-1A_22553JLT4_L6_2_val_2	6108180.0	5400834.0
B18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5544921.0	3195304.0
B18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5471508.0	3268717.0
B19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6986345.0	5030261.0
B19_CKDL240007484-1A_22553JLT4_L6_2_val_2	6874701.0	5141905.0
B1_CKDL240007484-1A_22553JLT4_L6_1_val_1	3308969.0	2692278.0
B1_CKDL240007484-1A_22553JLT4_L6_2_val_2	3252368.0	2748879.0
B20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4558116.0	2339261.0
B20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4518516.0	2378861.0
B21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7095900.0	3537928.0
B21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7047967.0	3585861.0
B22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6821377.0	3334561.0
B22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6744969.0	3410969.0
B23_CKDL240007484-1A_22553JLT4_L6_1_val_1	7017100.0	3897109.0
B23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6952577.0	3961632.0
B24_CKDL240007484-1A_22553JLT4_L6_1_val_1	6875011.0	4083172.0
B24_CKDL240007484-1A_22553JLT4_L6_2_val_2	6796468.0	4161715.0
B2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4646374.0	5007942.0
B2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4642642.0	5011674.0
B4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4622942.0	3734380.0
B4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4605137.0	3752185.0
B5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2918886.0	7221814.0
B5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2872320.0	7268380.0
B6_CKDL240007484-1A_22553JLT4_L6_1_val_1	2616277.0	5635582.0
B6_CKDL240007484-1A_22553JLT4_L6_2_val_2	2585411.0	5666448.0
B7_CKDL240007484-1A_22553JLT4_L6_1_val_1	4682389.0	4811381.0
B7_CKDL240007484-1A_22553JLT4_L6_2_val_2	4619430.0	4874340.0
B8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3336762.0	2819003.0
B8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3282852.0	2872913.0
B9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5219310.0	3505400.0
B9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5150096.0	3574614.0
C10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5867859.0	3807455.0
C10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5822619.0	3852695.0
C11_CKDL240007484-1A_22553JLT4_L6_1_val_1	4675516.0	3090023.0
C11_CKDL240007484-1A_22553JLT4_L6_2_val_2	4618399.0	3147140.0
C12_CKDL240007484-1A_22553JLT4_L6_1_val_1	5395940.0	3302984.0
C12_CKDL240007484-1A_22553JLT4_L6_2_val_2	5364866.0	3334058.0
C13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4110267.0	4460786.0
C13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4059078.0	4511975.0
C14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4736614.0	5459420.0
C14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4677984.0	5518050.0
C15_CKDL240007484-1A_22553JLT4_L6_1_val_1	5492274.0	4889536.0
C15_CKDL240007484-1A_22553JLT4_L6_2_val_2	5407885.0	4973925.0
C16_CKDL240007484-1A_22553JLT4_L6_1_val_1	5075248.0	4518190.0
C16_CKDL240007484-1A_22553JLT4_L6_2_val_2	5032770.0	4560668.0
C17_CKDL240007484-1A_22553JLT4_L6_1_val_1	6843677.0	4378467.0
C17_CKDL240007484-1A_22553JLT4_L6_2_val_2	6805120.0	4417024.0
C18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5740420.0	3187171.0
C18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5672285.0	3255306.0
C19_CKDL240007484-1A_22553JLT4_L6_1_val_1	7036688.0	4328704.0
C19_CKDL240007484-1A_22553JLT4_L6_2_val_2	6972331.0	4393061.0
C1_CKDL240007484-1A_22553JLT4_L6_1_val_1	4324801.0	4257856.0
C1_CKDL240007484-1A_22553JLT4_L6_2_val_2	4275109.0	4307548.0
C20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4361618.0	3121571.0
C20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4301183.0	3182006.0
C21_CKDL240007484-1A_22553JLT4_L6_1_val_1	6464488.0	3457258.0
C21_CKDL240007484-1A_22553JLT4_L6_2_val_2	6425180.0	3496566.0
C22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6925044.0	3487945.0
C22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6849498.0	3563491.0
C23_CKDL240007484-1A_22553JLT4_L6_1_val_1	6366372.0	3207536.0
C23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6322985.0	3250923.0
C24_CKDL240007484-1A_22553JLT4_L6_1_val_1	6233477.0	3236392.0
C24_CKDL240007484-1A_22553JLT4_L6_2_val_2	6184006.0	3285863.0
C2_CKDL240007484-1A_22553JLT4_L6_1_val_1	5121259.0	4832514.0
C2_CKDL240007484-1A_22553JLT4_L6_2_val_2	5039165.0	4914608.0
C3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5609512.0	4573798.0
C3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5577010.0	4606300.0
C4_CKDL240007484-1A_22553JLT4_L6_1_val_1	3610976.0	2394376.0
C4_CKDL240007484-1A_22553JLT4_L6_2_val_2	3577084.0	2428268.0
C5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2383374.0	5655256.0
C5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2335406.0	5703224.0
C6_CKDL240007484-1A_22553JLT4_L6_1_val_1	2345889.0	5623156.0
C6_CKDL240007484-1A_22553JLT4_L6_2_val_2	2283861.0	5685184.0
C7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3515189.0	7699117.0
C7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3449261.0	7765045.0
C8_CKDL240007484-1A_22553JLT4_L6_1_val_1	1990953.0	7521990.0
C8_CKDL240007484-1A_22553JLT4_L6_2_val_2	1949375.0	7563568.0
C9_CKDL240007484-1A_22553JLT4_L6_1_val_1	8731299.0	6573158.0
C9_CKDL240007484-1A_22553JLT4_L6_2_val_2	8622496.0	6681961.0
D10_CKDL240007484-1A_22553JLT4_L6_1_val_1	4693971.0	2742955.0
D10_CKDL240007484-1A_22553JLT4_L6_2_val_2	4633901.0	2803025.0
D11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5990369.0	4418400.0
D11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5896461.0	4512308.0
D12_CKDL240007484-1A_22553JLT4_L6_1_val_1	3854022.0	2299620.0
D12_CKDL240007484-1A_22553JLT4_L6_2_val_2	3817732.0	2335910.0
D13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4255774.0	5412578.0
D13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4189070.0	5479282.0
D14_CKDL240007484-1A_22553JLT4_L6_1_val_1	5525949.0	5617921.0
D14_CKDL240007484-1A_22553JLT4_L6_2_val_2	5423409.0	5720461.0
D15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4522010.0	4420112.0
D15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4423291.0	4518831.0
D16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4745965.0	3450201.0
D16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4698455.0	3497711.0
D17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5265671.0	3362873.0
D17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5212643.0	3415901.0
D18_CKDL240007484-1A_22553JLT4_L6_1_val_1	6956215.0	5623743.0
D18_CKDL240007484-1A_22553JLT4_L6_2_val_2	6870956.0	5709002.0
D19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5408496.0	3532461.0
D19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5342740.0	3598217.0
D1_CKDL240007484-1A_22553JLT4_L6_1_val_1	5616573.0	3674265.0
D1_CKDL240007484-1A_22553JLT4_L6_2_val_2	5545606.0	3745232.0
D20_CKDL240007484-1A_22553JLT4_L6_1_val_1	3905383.0	2012393.0
D20_CKDL240007484-1A_22553JLT4_L6_2_val_2	3859488.0	2058288.0
D21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7533277.0	4360904.0
D21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7509914.0	4384267.0
D23_CKDL240007484-1A_22553JLT4_L6_1_val_1	7795788.0	3876922.0
D23_CKDL240007484-1A_22553JLT4_L6_2_val_2	7679635.0	3993075.0
D24_CKDL240007484-1A_22553JLT4_L6_1_val_1	6622583.0	4118447.0
D24_CKDL240007484-1A_22553JLT4_L6_2_val_2	6560775.0	4180255.0
D2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4327813.0	4284576.0
D2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4294290.0	4318099.0
D3_CKDL240007484-1A_22553JLT4_L6_1_val_1	1873873.0	1702600.0
D3_CKDL240007484-1A_22553JLT4_L6_2_val_2	1843012.0	1733461.0
D4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4337545.0	4630495.0
D4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4218554.0	4749486.0
D5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3433084.0	6061089.0
D5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3418082.0	6076091.0
D6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3226379.0	6853321.0
D6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3152453.0	6927247.0
D7_CKDL240007484-1A_22553JLT4_L6_1_val_1	3327542.0	7346040.0
D7_CKDL240007484-1A_22553JLT4_L6_2_val_2	3273680.0	7399902.0
D8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3410111.0	4827084.0
D8_CKDL240007484-1A_22553JLT4_L6_2_val_2	3349349.0	4887846.0
D9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5133567.0	3728431.0
D9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5072594.0	3789404.0
E10_CKDL240007484-1A_22553JLT4_L6_1_val_1	6131499.0	4064525.0
E10_CKDL240007484-1A_22553JLT4_L6_2_val_2	6076629.0	4119395.0
E11_CKDL240007484-1A_22553JLT4_L6_1_val_1	7167700.0	4393251.0
E11_CKDL240007484-1A_22553JLT4_L6_2_val_2	7017651.0	4543300.0
E12_CKDL240007484-1A_22553JLT4_L6_1_val_1	6277053.0	4221166.0
E12_CKDL240007484-1A_22553JLT4_L6_2_val_2	6264106.0	4234113.0
E13_CKDL240007484-1A_22553JLT4_L6_1_val_1	3797604.0	4331339.0
E13_CKDL240007484-1A_22553JLT4_L6_2_val_2	3726324.0	4402619.0
E14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4440973.0	3808163.0
E14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4393247.0	3855889.0
E15_CKDL240007484-1A_22553JLT4_L6_1_val_1	5041867.0	4536906.0
E15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4957414.0	4621359.0
E16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4463001.0	4128371.0
E16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4419620.0	4171752.0
E17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5413097.0	3856557.0
E17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5333915.0	3935739.0
E18_CKDL240007484-1A_22553JLT4_L6_1_val_1	4895251.0	3009321.0
E18_CKDL240007484-1A_22553JLT4_L6_2_val_2	4848869.0	3055703.0
E19_CKDL240007484-1A_22553JLT4_L6_1_val_1	5708414.0	3907755.0
E19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5640136.0	3976033.0
E1_CKDL240007484-1A_22553JLT4_L6_1_val_1	3424941.0	3196144.0
E1_CKDL240007484-1A_22553JLT4_L6_2_val_2	3365830.0	3255255.0
E20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4311771.0	2454430.0
E20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4250355.0	2515846.0
E21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7967009.0	4355332.0
E21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7900954.0	4421387.0
E22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6439392.0	3543385.0
E22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6398637.0	3584140.0
E23_CKDL240007484-1A_22553JLT4_L6_1_val_1	5293722.0	2450459.0
E23_CKDL240007484-1A_22553JLT4_L6_2_val_2	5248698.0	2495483.0
E24_CKDL240007484-1A_22553JLT4_L6_1_val_1	5856396.0	3420958.0
E24_CKDL240007484-1A_22553JLT4_L6_2_val_2	5806181.0	3471173.0
E2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4764651.0	2832031.0
E2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4729154.0	2867528.0
E3_CKDL240007484-1A_22553JLT4_L6_1_val_1	4450204.0	4389112.0
E3_CKDL240007484-1A_22553JLT4_L6_2_val_2	4345868.0	4493448.0
E4_CKDL240007484-1A_22553JLT4_L6_1_val_1	4997621.0	3177447.0
E4_CKDL240007484-1A_22553JLT4_L6_2_val_2	4969469.0	3205599.0
E5_CKDL240007484-1A_22553JLT4_L6_1_val_1	3195194.0	6873432.0
E5_CKDL240007484-1A_22553JLT4_L6_2_val_2	3115648.0	6952978.0
E6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3288486.0	5846552.0
E6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3247471.0	5887567.0
E7_CKDL240007484-1A_22553JLT4_L6_1_val_1	2914679.0	4541187.0
E7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2857423.0	4598443.0
E8_CKDL240007484-1A_22553JLT4_L6_1_val_1	3000878.0	4777681.0
E8_CKDL240007484-1A_22553JLT4_L6_2_val_2	2939885.0	4838674.0
E9_CKDL240007484-1A_22553JLT4_L6_1_val_1	7103953.0	4197046.0
E9_CKDL240007484-1A_22553JLT4_L6_2_val_2	7055699.0	4245300.0
F10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5551449.0	3867849.0
F10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5456414.0	3962884.0
F11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5492737.0	3765714.0
F11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5442633.0	3815818.0
F12_CKDL240007484-1A_22553JLT4_L6_1_val_1	4344109.0	2523472.0
F12_CKDL240007484-1A_22553JLT4_L6_2_val_2	4291074.0	2576507.0
F13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4898117.0	5033796.0
F13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4786461.0	5145452.0
F14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4314676.0	3502521.0
F14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4270804.0	3546393.0
F15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4094682.0	4479288.0
F15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4064955.0	4509015.0
F16_CKDL240007484-1A_22553JLT4_L6_1_val_1	3996998.0	3509689.0
F16_CKDL240007484-1A_22553JLT4_L6_2_val_2	3950813.0	3555874.0
F17_CKDL240007484-1A_22553JLT4_L6_1_val_1	6303672.0	4499329.0
F17_CKDL240007484-1A_22553JLT4_L6_2_val_2	6219959.0	4583042.0
F18_CKDL240007484-1A_22553JLT4_L6_1_val_1	5470147.0	3389082.0
F18_CKDL240007484-1A_22553JLT4_L6_2_val_2	5408397.0	3450832.0
F19_CKDL240007484-1A_22553JLT4_L6_1_val_1	4717639.0	4259174.0
F19_CKDL240007484-1A_22553JLT4_L6_2_val_2	4660155.0	4316658.0
F1_CKDL240007484-1A_22553JLT4_L6_1_val_1	2825372.0	2141003.0
F1_CKDL240007484-1A_22553JLT4_L6_2_val_2	2752617.0	2213758.0
F20_CKDL240007484-1A_22553JLT4_L6_1_val_1	4719659.0	2670499.0
F20_CKDL240007484-1A_22553JLT4_L6_2_val_2	4673151.0	2717007.0
F21_CKDL240007484-1A_22553JLT4_L6_1_val_1	5649464.0	3061554.0
F21_CKDL240007484-1A_22553JLT4_L6_2_val_2	5566654.0	3144364.0
F22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6754586.0	3305565.0
F22_CKDL240007484-1A_22553JLT4_L6_2_val_2	6693030.0	3367121.0
F23_CKDL240007484-1A_22553JLT4_L6_1_val_1	6555209.0	3476160.0
F23_CKDL240007484-1A_22553JLT4_L6_2_val_2	6491295.0	3540074.0
F24_CKDL240007484-1A_22553JLT4_L6_1_val_1	6367479.0	3636411.0
F24_CKDL240007484-1A_22553JLT4_L6_2_val_2	6272295.0	3731595.0
F2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4572196.0	3823675.0
F2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4491997.0	3903874.0
F3_CKDL240007484-1A_22553JLT4_L6_1_val_1	5132669.0	4509129.0
F3_CKDL240007484-1A_22553JLT4_L6_2_val_2	5027280.0	4614518.0
F5_CKDL240007484-1A_22553JLT4_L6_1_val_1	2603088.0	5012611.0
F5_CKDL240007484-1A_22553JLT4_L6_2_val_2	2549544.0	5066155.0
F6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3395094.0	5254320.0
F6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3327874.0	5321540.0
F7_CKDL240007484-1A_22553JLT4_L6_1_val_1	2924210.0	6637192.0
F7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2875636.0	6685766.0
F9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5120313.0	3789717.0
F9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5033103.0	3876927.0
G10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5961480.0	3611860.0
G10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5926841.0	3646499.0
G11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5741376.0	3974793.0
G11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5636061.0	4080108.0
G13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4117262.0	4022403.0
G13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4061550.0	4078115.0
G14_CKDL240007484-1A_22553JLT4_L6_1_val_1	4785183.0	4875226.0
G14_CKDL240007484-1A_22553JLT4_L6_2_val_2	4689685.0	4970724.0
G15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4480763.0	3811400.0
G15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4437195.0	3854968.0
G16_CKDL240007484-1A_22553JLT4_L6_1_val_1	4918724.0	4419142.0
G16_CKDL240007484-1A_22553JLT4_L6_2_val_2	4911561.0	4426305.0
G17_CKDL240007484-1A_22553JLT4_L6_1_val_1	7296418.0	4769879.0
G17_CKDL240007484-1A_22553JLT4_L6_2_val_2	7156010.0	4910287.0
G18_CKDL240007484-1A_22553JLT4_L6_1_val_1	4612739.0	3140101.0
G18_CKDL240007484-1A_22553JLT4_L6_2_val_2	4560846.0	3191994.0
G19_CKDL240007484-1A_22553JLT4_L6_1_val_1	6045358.0	3482507.0
G19_CKDL240007484-1A_22553JLT4_L6_2_val_2	5960625.0	3567240.0
G1_CKDL240007484-1A_22553JLT4_L6_1_val_1	2987350.0	1818195.0
G1_CKDL240007484-1A_22553JLT4_L6_2_val_2	2964777.0	1840768.0
G20_CKDL240007484-1A_22553JLT4_L6_1_val_1	5488650.0	3140065.0
G20_CKDL240007484-1A_22553JLT4_L6_2_val_2	5442196.0	3186519.0
G21_CKDL240007484-1A_22553JLT4_L6_1_val_1	7868682.0	4624167.0
G21_CKDL240007484-1A_22553JLT4_L6_2_val_2	7834126.0	4658723.0
G22_CKDL240007484-1A_22553JLT4_L6_1_val_1	6085825.0	3192549.0
G22_CKDL240007484-1A_22553JLT4_L6_2_val_2	5991759.0	3286615.0
G23_CKDL240007484-1A_22553JLT4_L6_1_val_1	8472496.0	4821671.0
G23_CKDL240007484-1A_22553JLT4_L6_2_val_2	8215678.0	5078489.0
G24_CKDL240007484-1A_22553JLT4_L6_1_val_1	5092237.0	2357888.0
G24_CKDL240007484-1A_22553JLT4_L6_2_val_2	5049703.0	2400422.0
G2_CKDL240007484-1A_22553JLT4_L6_1_val_1	4939058.0	2970127.0
G2_CKDL240007484-1A_22553JLT4_L6_2_val_2	4853782.0	3055403.0
G3_CKDL240007484-1A_22553JLT4_L6_1_val_1	3064209.0	2166873.0
G3_CKDL240007484-1A_22553JLT4_L6_2_val_2	3029559.0	2201523.0
G5_CKDL240007484-1A_22553JLT4_L6_1_val_1	5492545.0	4562504.0
G5_CKDL240007484-1A_22553JLT4_L6_2_val_2	5415234.0	4639815.0
G6_CKDL240007484-1A_22553JLT4_L6_1_val_1	3321002.0	5869041.0
G6_CKDL240007484-1A_22553JLT4_L6_2_val_2	3254253.0	5935790.0
G7_CKDL240007484-1A_22553JLT4_L6_1_val_1	2474945.0	8458881.0
G7_CKDL240007484-1A_22553JLT4_L6_2_val_2	2491955.0	8441871.0
G9_CKDL240007484-1A_22553JLT4_L6_1_val_1	5997658.0	4174483.0
G9_CKDL240007484-1A_22553JLT4_L6_2_val_2	5939019.0	4233122.0
H10_CKDL240007484-1A_22553JLT4_L6_1_val_1	5151658.0	3063632.0
H10_CKDL240007484-1A_22553JLT4_L6_2_val_2	5102392.0	3112898.0
H11_CKDL240007484-1A_22553JLT4_L6_1_val_1	5495403.0	3799834.0
H11_CKDL240007484-1A_22553JLT4_L6_2_val_2	5452490.0	3842747.0
H13_CKDL240007484-1A_22553JLT4_L6_1_val_1	4492718.0	4016398.0
H13_CKDL240007484-1A_22553JLT4_L6_2_val_2	4439462.0	4069654.0
H14_CKDL240007484-1A_22553JLT4_L6_1_val_1	3915797.0	4364234.0
H14_CKDL240007484-1A_22553JLT4_L6_2_val_2	3875813.0	4404218.0
H15_CKDL240007484-1A_22553JLT4_L6_1_val_1	4615778.0	3546002.0
H15_CKDL240007484-1A_22553JLT4_L6_2_val_2	4561754.0	3600026.0
H17_CKDL240007484-1A_22553JLT4_L6_1_val_1	5601239.0	4291951.0
H17_CKDL240007484-1A_22553JLT4_L6_2_val_2	5543171.0	4350019.0
