Sample	Unassigned_Duplicate	Unassigned_Read_Type	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_FragmentLength	Assigned	Unassigned_NonSplit	Unassigned_MappingQuality	Unassigned_Singleton	Unassigned_Chimera	Unassigned_Unmapped	Unassigned_NoFeatures	Unassigned_Overlapping_Length	percent_assigned	Total	Unassigned_Ambiguity
G8_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12197910	0	0	0	0	0	1885690	0	86.29138292334838	14135722	52122
G9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13088641	0	0	0	0	0	4295657	0	74.9242851272102	17469157	84859
H10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	9400211	0	0	0	0	0	2322000	0	79.82826607896266	11775542	53331
H11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	9352474	0	0	0	0	0	3036946	0	75.08555280903441	12455757	66337
H13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12761012	0	0	0	0	0	2154423	0	85.22998650053391	14972444	57009
H14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11730317	0	0	0	0	0	3195122	0	78.23697051159526	14993317	67878
H15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12266099	0	0	0	0	0	1532857	0	88.55912804690288	13850745	51789
H17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12285835	0	0	0	0	0	3227048	0	78.64986595222318	15620923	108040
H18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12360640	0	0	0	0	0	3595058	0	76.95930837834898	16061267	105569
H19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	3389406	0	0	0	0	0	5513237	0	37.863773769546825	8951580	48937
H1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15584249	0	0	0	0	0	3069548	0	83.23003535137131	18724309	70512
H21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14750744	0	0	0	0	0	2956747	0	82.82838083905017	17808804	101313
H23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	22824108	0	0	0	0	0	4410956	0	83.3271135228707	27390974	155910
H2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11476556	0	0	0	0	0	2151142	0	83.90386439874015	13678221	50523
H3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12738671	0	0	0	0	0	2409045	0	83.78649631195717	15203728	56012
H5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13292293	0	0	0	0	0	2242501	0	85.28210933448956	15586262	51468
H6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15203720	0	0	0	0	0	2511578	0	85.52799602707154	17776308	61010
H7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12253132	0	0	0	0	0	2438626	0	83.09136982035695	14746576	54818
H9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13916698	0	0	0	0	0	3046463	0	81.66290812755746	17041639	78478
I10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11912850	0	0	0	0	0	3428132	0	77.28904279562393	15413375	72393
I11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11815075	0	0	0	0	0	3107201	0	78.80639123446377	14992534	70258
I13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12316573	0	0	0	0	0	2572178	0	82.42176620369595	14943350	54599
I14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12257556	0	0	0	0	0	3515048	0	77.3454201340488	15847811	75207
I15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11069791	0	0	0	0	0	2698836	0	80.01488290464569	13834665	66038
I17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10028510	0	0	0	0	0	2803398	0	77.57866914790262	12926891	94983
I18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11487467	0	0	0	0	0	3780231	0	74.86637738888787	15343960	76262
I19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12255403	0	0	0	0	0	3828209	0	75.67087542612477	16195667	112055
I1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12274187	0	0	0	0	0	2415094	0	83.2585957390753	14742246	52965
I21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14771825	0	0	0	0	0	3465033	0	80.63026518949019	18320447	83589
I22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	19117575	0	0	0	0	0	2986190	0	86.13408624314168	22195133	91368
I23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	21244243	0	0	0	0	0	3970324	0	83.7902011075925	25354090	139523
I2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	9811540	0	0	0	0	0	1840070	0	83.90971944515047	11692972	41362
I3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12818064	0	0	0	0	0	2502507	0	83.38133362891992	15372822	52251
I5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14643259	0	0	0	0	0	958752	0	93.55349672929523	15652284	50273
I6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	18430937	0	0	0	0	0	2729485	0	86.73909491344133	21248708	88286
I7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11542946	0	0	0	0	0	1438292	0	88.57162829452817	13032329	51091
I9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12400720	0	0	0	0	0	3292601	0	78.62486999910665	15772007	78686
J10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11768733	0	0	0	0	0	3006217	0	79.2925093525713	14842175	67225
J11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10789641	0	0	0	0	0	2518449	0	80.72110208095302	13366568	58478
J13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13587094	0	0	0	0	0	2597326	0	83.60380549435708	16251765	67345
J14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12568370	0	0	0	0	0	2220437	0	84.60634033419868	14855116	66309
J15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	8852986	0	0	0	0	0	2250377	0	79.36685357756093	11154513	51150
J17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10644621	0	0	0	0	0	3086313	0	77.05841242870125	13813704	82770
J18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	9194194	0	0	0	0	0	2762020	0	76.41456846169515	12031991	75777
J19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11318495	0	0	0	0	0	2608556	0	80.8427376105066	14000633	73582
J1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13363836	0	0	0	0	0	2130993	0	85.9735107756419	15544132	49303
J21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14986032	0	0	0	0	0	3160797	0	82.0997820848753	18253437	106608
J22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	23062101	0	0	0	0	0	4144859	0	84.29858235568436	27357638	150678
J23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	22342761	0	0	0	0	0	3703855	0	85.40093882027334	26162196	115580
J2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11171800	0	0	0	0	0	1992648	0	84.569038396787	13210272	45824
J3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15249802	0	0	0	0	0	3190455	0	82.42157849803343	18502196	61939
J5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14115416	0	0	0	0	0	2505302	0	84.626450133258	16679674	58956
J6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	1279	0	0	0	0	0	321	0	79.29324240545567	1613	13
J7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10823875	0	0	0	0	0	2316491	0	82.0303177673248	13194969	54603
J9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12873808	0	0	0	0	0	2651283	0	82.55767147212836	15593715	68624
K10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11521247	0	0	0	0	0	3147961	0	78.17786443362739	14737224	68016
K11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12949222	0	0	0	0	0	3555322	0	78.10493144357503	16579263	74719
K13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10644293	0	0	0	0	0	2182219	0	82.57328798185237	12890722	64210
K14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	9857082	0	0	0	0	0	2534675	0	79.13490064144739	12456049	64292
K15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12080316	0	0	0	0	0	1888312	0	86.14767993180249	14022799	54171
K17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10296113	0	0	0	0	0	3071006	0	76.57039918724418	13446597	79478
K18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13097404	0	0	0	0	0	3465709	0	78.57732218162123	16668173	105060
K19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11471643	0	0	0	0	0	3864776	0	74.2895548821452	15441798	105379
K1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	17766438	0	0	0	0	0	3098719	0	84.85780268224478	20936717	71560
K21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	18995859	0	0	0	0	0	3480619	0	84.03280754340278	22605289	128811
K22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	18948814	0	0	0	0	0	3978886	0	82.17078890629254	23060280	132580
K23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	18836359	0	0	0	0	0	3602460	0	83.47128921111607	22566273	127454
K2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11933329	0	0	0	0	0	2301568	0	83.5290889574621	14286435	51538
K3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13747811	0	0	0	0	0	2676677	0	83.39046337966154	16486071	61583
K5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12044416	0	0	0	0	0	1745703	0	87.03603191837222	13838425	48306
K6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	16900326	0	0	0	0	0	2136879	0	88.4339379045611	19110679	73474
K7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13185956	0	0	0	0	0	1192588	0	91.41260115750397	14424659	46115
K9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12783859	0	0	0	0	0	3524038	0	77.98945434781666	16391779	83882
L10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12375354	0	0	0	0	0	3199287	0	79.09862994226062	15645472	70831
L11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11289720	0	0	0	0	0	3191032	0	77.55544132235788	14556967	76215
L13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11138455	0	0	0	0	0	2949572	0	78.68369352363865	14155989	67962
L14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12329838	0	0	0	0	0	2178012	0	84.6769165769638	14561038	53188
L15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11481322	0	0	0	0	0	2289662	0	83.0778477152894	13819956	48972
L17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12721093	0	0	0	0	0	3595185	0	77.43612160176248	16427854	111576
L18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13449059	0	0	0	0	0	5085789	0	72.08151794896422	18658124	123276
L19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12210179	0	0	0	0	0	3256317	0	78.47611642368564	15559102	92606
L1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13953052	0	0	0	0	0	2484655	0	84.61017944046398	16490985	53278
L21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	293568	0	0	0	0	0	58558	0	82.95505922777828	353888	1762
L22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	18400131	0	0	0	0	0	2981766	0	85.59043232303385	21497883	115986
L23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13996967	0	0	0	0	0	2707625	0	83.31009271684631	16801046	96454
L2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13151644	0	0	0	0	0	2094807	0	85.97538848663466	15296987	50536
L3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13126546	0	0	0	0	0	2561804	0	83.37238512273224	15744477	56127
L5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12888340	0	0	0	0	0	1150296	0	91.47436418370617	14089565	50929
L6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11298282	0	0	0	0	0	3163064	0	77.79876445039142	14522444	61098
L7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13085042	0	0	0	0	0	2145020	0	85.61824813783362	15283006	52944
L9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12974290	0	0	0	0	0	3732787	0	77.27034636578716	16790775	83698
M10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12957323	0	0	0	0	0	3422069	0	78.70390527340072	16463380	83988
M11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12397766	0	0	0	0	0	3210232	0	79.02748338099953	15687917	79919
M13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11677492	0	0	0	0	0	1994752	0	85.09022265854901	13723659	51415
M14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13218910	0	0	0	0	0	3268078	0	79.84879667545499	16554927	67939
M15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12221605	0	0	0	0	0	3926425	0	75.32346006556595	16225496	77466
M17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10395998	0	0	0	0	0	2550633	0	79.8548325510052	13018621	71990
M18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10553044	0	0	0	0	0	4922642	0	67.73255297131452	15580461	104775
M19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12723432	0	0	0	0	0	4236641	0	74.6264624556827	17049491	89418
M1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	16605320	0	0	0	0	0	3307737	0	83.02043988336065	20001484	88427
M21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	16014358	0	0	0	0	0	2266249	0	87.2278731216319	18359221	78614
M22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	20005450	0	0	0	0	0	3315878	0	85.4000673708346	23425567	104239
M23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	21435184	0	0	0	0	0	3937662	0	83.98594705988235	25522346	149500
M2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13886807	0	0	0	0	0	2426814	0	84.82680967597382	16370776	57155
M3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11954649	0	0	0	0	0	2327102	0	83.4028889432289	14333615	51864
M5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12833259	0	0	0	0	0	1194139	0	91.13650244010522	14081360	53962
M6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12600332	0	0	0	0	0	1818368	0	87.0292652367997	14478270	59570
M7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13180734	0	0	0	0	0	1611358	0	88.73481965080013	14854072	61980
M9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11629417	0	0	0	0	0	2628827	0	81.18198660814011	14325120	66876
N10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11380397	0	0	0	0	0	3205180	0	77.61794737154763	14662069	76492
N11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13656918	0	0	0	0	0	3056264	0	81.32459910906243	16793096	79914
N13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11201455	0	0	0	0	0	3575947	0	75.46785847275726	14842683	65281
N14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11077911	0	0	0	0	0	2629644	0	80.37674343585259	13782483	74928
N15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10593041	0	0	0	0	0	2307812	0	81.7772593090269	12953529	52676
N17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11660571	0	0	0	0	0	2714140	0	80.67148458011718	14454390	79679
N18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10133340	0	0	0	0	0	4393815	0	69.34585098115646	14612756	85601
N19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	7801289	0	0	0	0	0	5050401	0	60.17994223834401	12963271	111581
N1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15564265	0	0	0	0	0	2390061	0	86.4112370892656	18011853	57527
N21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	19307199	0	0	0	0	0	3403235	0	84.53536328202067	22839198	128764
N22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	25192016	0	0	0	0	0	4396969	0	84.76020149040183	29721515	132530
N23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	23074569	0	0	0	0	0	4710562	0	82.55922048614639	27949112	163981
N2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14350183	0	0	0	0	0	2620463	0	84.2658072564325	17029663	59017
N3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11790456	0	0	0	0	0	2088902	0	84.65669340728648	13927376	48018
N5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13243953	0	0	0	0	0	1517230	0	89.34070052693932	14824098	62915
N6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11656287	0	0	0	0	0	2189507	0	83.70487347705189	13925458	79664
N7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12322920	0	0	0	0	0	2090681	0	85.18691366216032	14465743	52142
N9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10025756	0	0	0	0	0	2512537	0	79.58149876421831	12598099	59806
O10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12176104	0	0	0	0	0	3171713	0	78.9723307340226	15418190	70373
O11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11294255	0	0	0	0	0	3290753	0	77.05285028049566	14657803	72795
O13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12724268	0	0	0	0	0	1705071	0	87.68664633689583	14511067	81728
O14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11418182	0	0	0	0	0	2829793	0	79.76719639260736	14314383	66408
O15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13343611	0	0	0	0	0	3301072	0	79.75081327999722	16731630	86947
O17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13328626	0	0	0	0	0	2889107	0	81.7830142301161	16297548	79815
O18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10797311	0	0	0	0	0	4076370	0	71.96389525339232	15003789	130108
O19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14669618	0	0	0	0	0	4091276	0	77.65950908277284	18889661	128767
O1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12794346	0	0	0	0	0	2297168	0	84.47859680315857	15145074	53560
O21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	16907189	0	0	0	0	0	2829147	0	85.17601292553084	19849707	113371
O22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	33790846	0	0	0	0	0	5281098	0	86.12772046481297	39233415	161471
O23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14005754	0	0	0	0	0	2615720	0	83.77460324049399	16718377	96903
O2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	17930531	0	0	0	0	0	2986478	0	85.42838780823881	20988961	71952
O3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14584710	0	0	0	0	0	2978971	0	82.7452028528912	17626049	62368
O5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12531626	0	0	0	0	0	2164981	0	84.95004561828864	14751759	55152
O6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12426909	0	0	0	0	0	2174878	0	84.68212657750321	14674772	72985
O7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12932784	0	0	0	0	0	1550703	0	88.96770967851116	14536492	53005
O9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13330636	0	0	0	0	0	3424592	0	79.16118562477702	16839864	84636
P10_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14457019	0	0	0	0	0	3678785	0	79.3697151434165	18214780	78976
P11_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12663806	0	0	0	0	0	3625592	0	77.36444901269319	16369025	79627
P13_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12011543	0	0	0	0	0	2323496	0	83.40859280072851	14400846	65807
P14_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11598243	0	0	0	0	0	2588935	0	81.23034286848882	14278215	91037
P15_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11676468	0	0	0	0	0	2190891	0	83.88398611415036	13919782	52423
P17_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	10183211	0	0	0	0	0	4567054	0	68.60048017320133	14844227	93962
P18_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	12416587	0	0	0	0	0	4420081	0	73.28922808476193	16941899	105231
P19_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13820983	0	0	0	0	0	3847203	0	77.71663729070507	17783815	115629
P1_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	26077973	0	0	0	0	0	4506878	0	84.94638303705166	30699333	114482
P21_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15919136	0	0	0	0	0	3076195	0	83.34085989609679	19101238	105907
P22_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	14547443	0	0	0	0	0	2235683	0	86.30611068642622	16855635	72509
P23_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	23342015	0	0	0	0	0	4242040	0	84.14143957107864	27741402	157347
P2_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15424533	0	0	0	0	0	3224048	0	82.43352303326498	18711481	62900
P3_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15283745	0	0	0	0	0	2638977	0	84.97130808406185	17986948	64226
P5_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	16120887	0	0	0	0	0	1894141	0	89.17465926174192	18077879	62851
P6_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	15519950	0	0	0	0	0	2293265	0	86.83793901349657	17872315	59100
P7_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	11781333	0	0	0	0	0	1788856	0	86.47972081808487	13623232	53043
P9_CKDL240007483-1A_225CVMLT4_L2_UniquelyMapped	0	0	0	0	0	13705398	0	0	0	0	0	3385429	0	79.78415069982144	17178096	87269
