Sample	Unique Reads	Duplicate Reads
M6_ME_1_val_1	5436233.0	16647082.0
M6_ME_2_val_2	5286430.0	16796885.0
M7_ME_1_val_1	4331214.0	6462193.0
M7_ME_2_val_2	4148080.0	6645327.0
M8_ME_1_val_1	7574248.0	8147679.0
M8_ME_2_val_2	7237881.0	8484046.0
M9_ME_1_val_1	11381983.0	8495807.0
M9_ME_2_val_2	11164576.0	8713214.0
N10_ME_1_val_1	11486503.0	7432901.0
N10_ME_2_val_2	11332136.0	7587268.0
N11_ME_1_val_1	11659230.0	10886063.0
N11_ME_2_val_2	11322059.0	11223234.0
N12_ME_1_val_1	2541105.0	2306861.0
N12_ME_2_val_2	2491003.0	2356963.0
N13_ME_1_val_1	7629719.0	10245836.0
N13_ME_2_val_2	7385984.0	10489571.0
N14_ME_1_val_1	7769482.0	9723835.0
N14_ME_2_val_2	7509169.0	9984148.0
N15_ME_1_val_1	6458996.0	7639132.0
N15_ME_2_val_2	6401445.0	7696683.0
N16_ME_1_val_1	7927442.0	7663599.0
N16_ME_2_val_2	7799488.0	7791553.0
N17_ME_1_val_1	9815731.0	7424076.0
N17_ME_2_val_2	9825969.0	7413838.0
N18_ME_1_val_1	10632416.0	8067725.0
N18_ME_2_val_2	10440593.0	8259548.0
N19_ME_1_val_1	10501543.0	7857840.0
N19_ME_2_val_2	10165226.0	8194157.0
N1_ME_1_val_1	6727368.0	6455137.0
N1_ME_2_val_2	6514343.0	6668162.0
N21_ME_1_val_1	12373983.0	8626999.0
N21_ME_2_val_2	12084968.0	8916014.0
N22_ME_1_val_1	11630533.0	7193887.0
N22_ME_2_val_2	11422932.0	7401488.0
N23_ME_1_val_1	10661102.0	6264013.0
N23_ME_2_val_2	10473817.0	6451298.0
N2_ME_1_val_1	9157703.0	8274885.0
N2_ME_2_val_2	9001447.0	8431141.0
N3_ME_1_val_1	6409818.0	6950384.0
N3_ME_2_val_2	6344277.0	7015925.0
N4_ME_1_val_1	2902412.0	2426686.0
N4_ME_2_val_2	2814226.0	2514872.0
N5_ME_1_val_1	7268185.0	10988410.0
N5_ME_2_val_2	7034999.0	11221596.0
N6_ME_1_val_1	7098272.0	9420144.0
N6_ME_2_val_2	6912470.0	9605946.0
N7_ME_1_val_1	6557471.0	11343069.0
N7_ME_2_val_2	6362001.0	11538539.0
N8_ME_1_val_1	7712206.0	7394750.0
N8_ME_2_val_2	7542509.0	7564447.0
N9_ME_1_val_1	9712549.0	7600015.0
N9_ME_2_val_2	9504097.0	7808467.0
O10_ME_1_val_1	10847945.0	8590672.0
O10_ME_2_val_2	10620364.0	8818253.0
O11_ME_1_val_1	11635772.0	10056356.0
O11_ME_2_val_2	11399614.0	10292514.0
O12_ME_1_val_1	4785257.0	3402942.0
O12_ME_2_val_2	4743127.0	3445072.0
O13_ME_1_val_1	9053191.0	10432439.0
O13_ME_2_val_2	8917132.0	10568498.0
O14_ME_1_val_1	9182932.0	8677048.0
O14_ME_2_val_2	8971956.0	8888024.0
O15_ME_1_val_1	9339944.0	10037549.0
O15_ME_2_val_2	9103108.0	10274385.0
O16_ME_1_val_1	9857841.0	10036013.0
O16_ME_2_val_2	9642801.0	10251053.0
O17_ME_1_val_1	11128134.0	8141879.0
O17_ME_2_val_2	10850570.0	8419443.0
O18_ME_1_val_1	10722265.0	9160665.0
O18_ME_2_val_2	10522026.0	9360904.0
O19_ME_1_val_1	11299874.0	9326535.0
O19_ME_2_val_2	11182521.0	9443888.0
O1_ME_1_val_1	12001996.0	13687354.0
O1_ME_2_val_2	11688377.0	14000973.0
O21_ME_1_val_1	12982036.0	8137266.0
O21_ME_2_val_2	12656596.0	8462706.0
O22_ME_1_val_1	14386317.0	10472429.0
O22_ME_2_val_2	13793113.0	11065633.0
O23_ME_1_val_1	12924653.0	8439388.0
O23_ME_2_val_2	12696085.0	8667956.0
O2_ME_1_val_1	12245897.0	11485745.0
O2_ME_2_val_2	11951766.0	11779876.0
O3_ME_1_val_1	4785046.0	4255934.0
O3_ME_2_val_2	4668373.0	4372607.0
O4_ME_1_val_1	7463919.0	6919938.0
O4_ME_2_val_2	7294605.0	7089252.0
O5_ME_1_val_1	6537630.0	12813385.0
O5_ME_2_val_2	6359810.0	12991205.0
O6_ME_1_val_1	5912142.0	14312361.0
O6_ME_2_val_2	5702240.0	14522263.0
O7_ME_1_val_1	7482918.0	12558763.0
O7_ME_2_val_2	7264536.0	12777145.0
O8_ME_1_val_1	7255745.0	7112598.0
O8_ME_2_val_2	7108127.0	7260216.0
O9_ME_1_val_1	11967411.0	8141669.0
O9_ME_2_val_2	11825515.0	8283565.0
P10_ME_1_val_1	11037286.0	11026245.0
P10_ME_2_val_2	10749695.0	11313836.0
P11_ME_1_val_1	10400516.0	11011285.0
P11_ME_2_val_2	10090991.0	11320810.0
P12_ME_1_val_1	6847599.0	8343344.0
P12_ME_2_val_2	6710897.0	8480046.0
P13_ME_1_val_1	8224181.0	9733477.0
P13_ME_2_val_2	8015421.0	9942237.0
P14_ME_1_val_1	8166663.0	10147150.0
P14_ME_2_val_2	8017452.0	10296361.0
P15_ME_1_val_1	8125625.0	8454060.0
P15_ME_2_val_2	7981208.0	8598477.0
P16_ME_1_val_1	6868253.0	7504370.0
P16_ME_2_val_2	6743865.0	7628758.0
P17_ME_1_val_1	12235386.0	9614731.0
P17_ME_2_val_2	12000993.0	9849124.0
P18_ME_1_val_1	9418840.0	9726886.0
P18_ME_2_val_2	9239349.0	9906377.0
P19_ME_1_val_1	9948942.0	9351016.0
P19_ME_2_val_2	9714867.0	9585091.0
P21_ME_1_val_1	11352695.0	7754395.0
P21_ME_2_val_2	11252230.0	7854860.0
P22_ME_1_val_1	10937627.0	6872922.0
P22_ME_2_val_2	10821351.0	6989198.0
P23_ME_1_val_1	12563836.0	8391127.0
P23_ME_2_val_2	12355329.0	8599634.0
P2_ME_1_val_1	4728799.0	4495164.0
P2_ME_2_val_2	4608542.0	4615421.0
P3_ME_1_val_1	9115821.0	8208044.0
P3_ME_2_val_2	8920370.0	8403495.0
P4_ME_1_val_1	7180695.0	8723317.0
P4_ME_2_val_2	6852908.0	9051104.0
P5_ME_1_val_1	6428398.0	10256802.0
P5_ME_2_val_2	6235363.0	10449837.0
P6_ME_1_val_1	7840209.0	12007565.0
P6_ME_2_val_2	7528082.0	12319692.0
P7_ME_1_val_1	5326241.0	8278579.0
P7_ME_2_val_2	5190174.0	8414646.0
P8_ME_1_val_1	10389666.0	11110396.0
P8_ME_2_val_2	10198294.0	11301768.0
P9_ME_1_val_1	7846408.0	6974430.0
P9_ME_2_val_2	7658711.0	7162127.0
