Sample	Unassigned_NoFeatures	Unassigned_Chimera	Unassigned_Ambiguity	Unassigned_Secondary	Unassigned_FragmentLength	Total	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_MultiMapping	Unassigned_NonSplit	Assigned	percent_assigned	Unassigned_Overlapping_Length	Unassigned_Duplicate	Unassigned_Singleton	Unassigned_MappingQuality
G9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4383194	0	86217	0	0	17768357	0	0	0	0	13298946	74.84623367258999	0	0	0	0
H10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2365907	0	54588	0	0	11963145	0	0	0	0	9542650	79.76706794074634	0	0	0	0
H11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3065080	0	67488	0	0	12534878	0	0	0	0	9402310	75.00918636782903	0	0	0	0
H13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2271021	0	61434	0	0	15706939	0	0	0	0	13374484	85.15016197618137	0	0	0	0
H14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3285454	0	69869	0	0	15312013	0	0	0	0	11956690	78.0869896074409	0	0	0	0
H15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1571248	0	54175	0	0	14146382	0	0	0	0	12520959	88.50997378693718	0	0	0	0
H17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3380999	0	113604	0	0	16340007	0	0	0	0	12845404	78.61320989642171	0	0	0	0
H18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3683793	0	107419	0	0	16434439	0	0	0	0	12643227	76.93129652919701	0	0	0	0
H19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	5652588	0	49757	0	0	9190447	0	0	0	0	3488102	37.95356199758292	0	0	0	0
H1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3152488	0	72426	0	0	19171108	0	0	0	0	15946194	83.17825970204747	0	0	0	0
H21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3017061	0	102882	0	0	18101364	0	0	0	0	14981421	82.76404474270558	0	0	0	0
H23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4550767	0	160922	0	0	28160554	0	0	0	0	23448865	83.26847902211014	0	0	0	0
H2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2210861	0	52165	0	0	13941255	0	0	0	0	11678229	83.76741548734314	0	0	0	0
H3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2513976	0	57903	0	0	15793949	0	0	0	0	13222070	83.71604846894213	0	0	0	0
H5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2289614	0	52736	0	0	15882103	0	0	0	0	13539753	85.25163827485567	0	0	0	0
H6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2591665	0	62224	0	0	18280177	0	0	0	0	15626288	85.48214823084044	0	0	0	0
H7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2465100	0	54992	0	0	14887116	0	0	0	0	12367024	83.07199325913763	0	0	0	0
H9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3215413	0	83441	0	0	17925630	0	0	0	0	14626776	81.59699826449615	0	0	0	0
I10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3500503	0	74114	0	0	15680505	0	0	0	0	12105888	77.20343190477602	0	0	0	0
I11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3225591	0	73324	0	0	15525103	0	0	0	0	12226188	78.75109105556336	0	0	0	0
I13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2655186	0	55844	0	0	15346893	0	0	0	0	12635863	82.33499119333145	0	0	0	0
I14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3632764	0	77965	0	0	16259850	0	0	0	0	12549121	77.17857790816028	0	0	0	0
I15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2745532	0	66468	0	0	14013936	0	0	0	0	11201936	79.93425972546186	0	0	0	0
I17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2857221	0	97550	0	0	13117057	0	0	0	0	10162286	77.47382663656947	0	0	0	0
I18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3867873	0	77492	0	0	15673374	0	0	0	0	11728009	74.82759615128178	0	0	0	0
I19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4003681	0	115329	0	0	16895499	0	0	0	0	12776489	75.62066678231876	0	0	0	0
I1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2495226	0	54943	0	0	15204760	0	0	0	0	12654591	83.2278247075258	0	0	0	0
I21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3537644	0	86366	0	0	18656298	0	0	0	0	15032288	80.57487074874126	0	0	0	0
I22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3037548	0	94411	0	0	22552828	0	0	0	0	19420869	86.1127881612009	0	0	0	0
I23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4139248	0	145270	0	0	26358725	0	0	0	0	22074207	83.74535187115461	0	0	0	0
I2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1864484	0	41603	0	0	11787632	0	0	0	0	9881545	83.8297717472008	0	0	0	0
I3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2578724	0	52864	0	0	15789571	0	0	0	0	13157983	83.33337872194248	0	0	0	0
I5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	990675	0	50746	0	0	16071243	0	0	0	0	15029822	93.51997228839113	0	0	0	0
I6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2808397	0	90160	0	0	21836841	0	0	0	0	18938284	86.72629891841956	0	0	0	0
I7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1485170	0	52085	0	0	13416238	0	0	0	0	11878983	88.54183266575922	0	0	0	0
I9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3375031	0	80815	0	0	16114018	0	0	0	0	12658172	78.5537908670575	0	0	0	0
J10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3031562	0	67579	0	0	14968312	0	0	0	0	11869171	79.29532067476947	0	0	0	0
J11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2549301	0	59064	0	0	13509317	0	0	0	0	10900952	80.69210308707687	0	0	0	0
J13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2603593	0	67567	0	0	16267784	0	0	0	0	13596624	83.58006228752484	0	0	0	0
J14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2278129	0	67909	0	0	15193539	0	0	0	0	12847501	84.55897602263698	0	0	0	0
J15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2291385	0	51654	0	0	11304404	0	0	0	0	8961365	79.27321953461679	0	0	0	0
J17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3180283	0	86175	0	0	14213337	0	0	0	0	10946879	77.01835958719616	0	0	0	0
J18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2789813	0	76265	0	0	12138399	0	0	0	0	9272321	76.38833589174322	0	0	0	0
J19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2692804	0	75381	0	0	14387538	0	0	0	0	11619353	80.75984230241477	0	0	0	0
J1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2166215	0	49837	0	0	15762075	0	0	0	0	13546023	85.94060743905862	0	0	0	0
J21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3195889	0	107361	0	0	18408749	0	0	0	0	15105499	82.05608648366058	0	0	0	0
J22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4238046	0	153721	0	0	27870758	0	0	0	0	23478991	84.24238407868204	0	0	0	0
J23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3841005	0	117567	0	0	27013964	0	0	0	0	23055392	85.34620094999757	0	0	0	0
J2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2047467	0	46470	0	0	13558817	0	0	0	0	11464880	84.55663941773092	0	0	0	0
J3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3280805	0	62670	0	0	18951863	0	0	0	0	15608388	82.35806685601304	0	0	0	0
J5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2560143	0	60323	0	0	16948155	0	0	0	0	14327689	84.53834060403625	0	0	0	0
J6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	393	0	5	0	0	1758	0	0	0	0	1360	77.36063708759954	0	0	0	0
J7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2373789	0	55437	0	0	13465014	0	0	0	0	11035788	81.95897902519819	0	0	0	0
J9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2738482	0	70688	0	0	16041528	0	0	0	0	13232358	82.48813953383993	0	0	0	0
K10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3232584	0	69899	0	0	15111373	0	0	0	0	11808890	78.14571184233226	0	0	0	0
K11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3615331	0	76833	0	0	16854862	0	0	0	0	13162698	78.09436826003085	0	0	0	0
K13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2262859	0	66742	0	0	13250755	0	0	0	0	10921154	82.41910743953835	0	0	0	0
K14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2558396	0	64669	0	0	12538655	0	0	0	0	9915590	79.08017247463943	0	0	0	0
K15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1949742	0	54633	0	0	14391409	0	0	0	0	12387034	86.07242001113303	0	0	0	0
K17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3113315	0	80055	0	0	13596976	0	0	0	0	10403606	76.51411607992836	0	0	0	0
K18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3535672	0	107463	0	0	16950297	0	0	0	0	13307162	78.50695477489273	0	0	0	0
K19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4018308	0	109489	0	0	16008665	0	0	0	0	11880868	74.21523281297972	0	0	0	0
K1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3207780	0	73756	0	0	21556266	0	0	0	0	18274730	84.77688111660898	0	0	0	0
K21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3614279	0	132554	0	0	23350755	0	0	0	0	19603922	83.95412482380121	0	0	0	0
K22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4052887	0	134643	0	0	23437400	0	0	0	0	19249870	82.13312910135083	0	0	0	0
K23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3635353	0	128098	0	0	22612927	0	0	0	0	18849476	83.35708154897418	0	0	0	0
K2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2388900	0	53214	0	0	14784738	0	0	0	0	12342624	83.4821963027008	0	0	0	0
K3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2802341	0	64885	0	0	17175713	0	0	0	0	14308487	83.30650960457945	0	0	0	0
K5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1763014	0	48630	0	0	13954821	0	0	0	0	12143177	87.01779119918486	0	0	0	0
K6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2177093	0	74709	0	0	19426567	0	0	0	0	17174765	88.40864677737451	0	0	0	0
K7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1227945	0	47245	0	0	14766386	0	0	0	0	13491196	91.3642376679033	0	0	0	0
K9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3696114	0	87407	0	0	17100260	0	0	0	0	13316739	77.87448261020593	0	0	0	0
L10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3261360	0	72915	0	0	15931785	0	0	0	0	12597510	79.07155412905709	0	0	0	0
L11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3293436	0	78469	0	0	15014348	0	0	0	0	11642443	77.54211504888524	0	0	0	0
L13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3008116	0	69239	0	0	14362538	0	0	0	0	11285183	78.57373815129331	0	0	0	0
L14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2232368	0	54399	0	0	14885678	0	0	0	0	12598911	84.63780420347665	0	0	0	0
L15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2325943	0	50498	0	0	14003844	0	0	0	0	11627403	83.03008088350599	0	0	0	0
L17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3674848	0	114453	0	0	16790839	0	0	0	0	13001538	77.43233080848432	0	0	0	0
L18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	5259769	0	127918	0	0	19265367	0	0	0	0	13877680	72.03434017114752	0	0	0	0
L19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3292995	0	93126	0	0	15688623	0	0	0	0	12302502	78.41670999424232	0	0	0	0
L1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2501716	0	53200	0	0	16551371	0	0	0	0	13996455	84.56371982719739	0	0	0	0
L21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	60185	0	2009	0	0	364357	0	0	0	0	302163	82.93047752616253	0	0	0	0
L22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3027783	0	117041	0	0	21744362	0	0	0	0	18599538	85.53729008006765	0	0	0	0
L23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2806527	0	99741	0	0	17363892	0	0	0	0	14457624	83.26257730697702	0	0	0	0
L2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2145073	0	51447	0	0	15648053	0	0	0	0	13451533	85.96298210390775	0	0	0	0
L3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2649186	0	57357	0	0	16203109	0	0	0	0	13496566	83.29615014007497	0	0	0	0
L5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1184365	0	52561	0	0	14473068	0	0	0	0	13236142	91.45360195916996	0	0	0	0
L6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3204800	0	60906	0	0	14689685	0	0	0	0	11423979	77.76871321611048	0	0	0	0
L7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2212074	0	54582	0	0	15702605	0	0	0	0	13435949	85.56509572774709	0	0	0	0
L9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3825303	0	85677	0	0	17170641	0	0	0	0	13259661	77.22286547135894	0	0	0	0
M10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3439939	0	84539	0	0	16474984	0	0	0	0	12950506	78.6070930326852	0	0	0	0
M11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3320455	0	82503	0	0	16138741	0	0	0	0	12735783	78.91435273668498	0	0	0	0
M13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2021814	0	53004	0	0	13868167	0	0	0	0	11793349	85.03898893054864	0	0	0	0
M14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3312547	0	68822	0	0	16702307	0	0	0	0	13320938	79.75507814579149	0	0	0	0
M15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4083933	0	80867	0	0	16761536	0	0	0	0	12596736	75.15263517615568	0	0	0	0
M17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2628629	0	75816	0	0	13398716	0	0	0	0	10694271	79.815640543467	0	0	0	0
M18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	5104607	0	108377	0	0	16131130	0	0	0	0	10918146	67.68370225768436	0	0	0	0
M19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4416663	0	93946	0	0	17720633	0	0	0	0	13210024	74.54600521324492	0	0	0	0
M1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3393744	0	91165	0	0	20449430	0	0	0	0	16964521	82.95840519760208	0	0	0	0
M21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2296626	0	79003	0	0	18566143	0	0	0	0	16190514	87.20450984353616	0	0	0	0
M22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3397041	0	106248	0	0	23906987	0	0	0	0	20403698	85.34617097503755	0	0	0	0
M23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4014757	0	151462	0	0	25931565	0	0	0	0	21765346	83.93379265771271	0	0	0	0
M2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2459739	0	58336	0	0	16573677	0	0	0	0	14055602	84.80678125922208	0	0	0	0
M3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2396803	0	53038	0	0	14690434	0	0	0	0	12240593	83.32356280284164	0	0	0	0
M5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1232720	0	55413	0	0	14469714	0	0	0	0	13181581	91.09773005879728	0	0	0	0
M6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1854226	0	60774	0	0	14732449	0	0	0	0	12817449	87.0014822382891	0	0	0	0
M7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1701294	0	65798	0	0	15597966	0	0	0	0	13830874	88.6710100534903	0	0	0	0
M9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2714945	0	69090	0	0	14758342	0	0	0	0	11974307	81.1358552336028	0	0	0	0
N10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3316133	0	79296	0	0	15106726	0	0	0	0	11711297	77.5237268485574	0	0	0	0
N11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3155148	0	83553	0	0	17293387	0	0	0	0	14054686	81.27202612189272	0	0	0	0
N13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3706464	0	67696	0	0	15284255	0	0	0	0	11510095	75.30687625926157	0	0	0	0
N14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2688321	0	77207	0	0	14036376	0	0	0	0	11270848	80.29742149968054	0	0	0	0
N15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2338368	0	53698	0	0	13051921	0	0	0	0	10659855	81.6726901733469	0	0	0	0
N17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2799204	0	82048	0	0	14870741	0	0	0	0	11989489	80.62469113005196	0	0	0	0
N18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4564065	0	88551	0	0	15149877	0	0	0	0	10497261	69.2894140328664	0	0	0	0
N19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	5171626	0	114434	0	0	13275842	0	0	0	0	7989782	60.18286448422631	0	0	0	0
N1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2469846	0	58752	0	0	18560838	0	0	0	0	16032240	86.37670346565172	0	0	0	0
N21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3504170	0	132007	0	0	23446165	0	0	0	0	19809988	84.49137844078125	0	0	0	0
N22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4480241	0	136290	0	0	30207597	0	0	0	0	25591066	84.71731796474906	0	0	0	0
N23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4815137	0	167165	0	0	28423136	0	0	0	0	23440834	82.47096309147591	0	0	0	0
N2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2646404	0	59990	0	0	17112820	0	0	0	0	14406426	84.1849911353009	0	0	0	0
N3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2109538	0	48149	0	0	14008029	0	0	0	0	11850342	84.59678374452253	0	0	0	0
N5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1537246	0	62397	0	0	14989290	0	0	0	0	13389647	89.32809359215813	0	0	0	0
N6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2237112	0	80251	0	0	14178730	0	0	0	0	11861367	83.65606087428141	0	0	0	0
N7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2159912	0	54460	0	0	14908086	0	0	0	0	12693714	85.14650371617121	0	0	0	0
N9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2520027	0	60147	0	0	12603872	0	0	0	0	10023698	79.5287194284423	0	0	0	0
O10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3200694	0	70896	0	0	15492876	0	0	0	0	12221286	78.88326221677627	0	0	0	0
O11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3349934	0	74950	0	0	14883416	0	0	0	0	11458532	76.9885891787208	0	0	0	0
O13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1778357	0	85416	0	0	15041906	0	0	0	0	13178133	87.60946252423064	0	0	0	0
O14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2873136	0	66997	0	0	14472082	0	0	0	0	11531949	79.68410488553064	0	0	0	0
O15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3343983	0	88403	0	0	16912781	0	0	0	0	13480395	79.7053719314405	0	0	0	0
O17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3041283	0	84094	0	0	17073636	0	0	0	0	13948259	81.69471927362162	0	0	0	0
O18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4154067	0	132328	0	0	15266695	0	0	0	0	10980300	71.9232289634397	0	0	0	0
O19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4317933	0	135763	0	0	19881469	0	0	0	0	15427773	77.59875791874333	0	0	0	0
O1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2359498	0	55846	0	0	15532175	0	0	0	0	13116831	84.44941548752831	0	0	0	0
O21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2955330	0	118786	0	0	20700879	0	0	0	0	17626763	85.14982866186503	0	0	0	0
O22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	5566937	0	170741	0	0	41263950	0	0	0	0	35526272	86.0951799330893	0	0	0	0
O23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2682566	0	98269	0	0	17041379	0	0	0	0	14260544	83.68186635600323	0	0	0	0
O2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3107157	0	73832	0	0	21750148	0	0	0	0	18569159	85.3748627365662	0	0	0	0
O3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3037875	0	63277	0	0	17897615	0	0	0	0	14796463	82.67281981426017	0	0	0	0
O5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2187658	0	55311	0	0	14857635	0	0	0	0	12614666	84.90359333770145	0	0	0	0
O6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2251578	0	75620	0	0	15129113	0	0	0	0	12801915	84.61774989716847	0	0	0	0
O7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1612735	0	54713	0	0	15038350	0	0	0	0	13370902	88.91202824777984	0	0	0	0
O9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3487046	0	86138	0	0	17093635	0	0	0	0	13520451	79.09640635242299	0	0	0	0
P10_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3761367	0	81056	0	0	18562626	0	0	0	0	14720203	79.30021862208504	0	0	0	0
P11_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3747131	0	81939	0	0	16857788	0	0	0	0	13028718	77.28604725602196	0	0	0	0
P13_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2373010	0	66727	0	0	14655837	0	0	0	0	12216100	83.35313772935658	0	0	0	0
P14_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2667219	0	94074	0	0	14665447	0	0	0	0	11904154	81.17143650650402	0	0	0	0
P15_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2239490	0	53525	0	0	14134527	0	0	0	0	11841512	83.77720740142206	0	0	0	0
P17_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4665489	0	96349	0	0	15165247	0	0	0	0	10403409	68.60032678663262	0	0	0	0
P18_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4533153	0	107488	0	0	17344781	0	0	0	0	12704140	73.24474145854018	0	0	0	0
P19_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3897101	0	117064	0	0	17961682	0	0	0	0	13947517	77.65150836096531	0	0	0	0
P1_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4721460	0	118645	0	0	32074668	0	0	0	0	27234563	84.90988277727458	0	0	0	0
P21_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3148044	0	108086	0	0	19473881	0	0	0	0	16217751	83.27950139984937	0	0	0	0
P22_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2297317	0	73737	0	0	17229813	0	0	0	0	14858759	86.23865505679022	0	0	0	0
P23_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	4514654	0	167955	0	0	29421285	0	0	0	0	24738676	84.08428115903163	0	0	0	0
P2_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3262462	0	64679	0	0	18856067	0	0	0	0	15528926	82.35506375746331	0	0	0	0
P3_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2748741	0	66642	0	0	18684396	0	0	0	0	15869013	84.93190253514216	0	0	0	0
P5_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1921521	0	64221	0	0	18286777	0	0	0	0	16301035	89.14110452596431	0	0	0	0
P6_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	2336827	0	59837	0	0	18124839	0	0	0	0	15728175	86.77690874936876	0	0	0	0
P7_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	1807080	0	52794	0	0	13737289	0	0	0	0	11877415	86.46112781058912	0	0	0	0
P9_CKDL240007483-1A_22553JLT4_L7_UniquelyMapped	3471282	0	88830	0	0	17547927	0	0	0	0	13987815	79.71206513453127	0	0	0	0
